Number,Character,Pinyin,English,CHR/million,Known,,,,,,,,
511,言,yán,word  ,281.29,1,,,,,,,,
512,米,mǐ,rice  ,280.95,1,,,,,,,,
513,杰,jié,outstanding  ,280.52,,,,,,,,,
514,校,xiào,school  ,280.14,1,,,,,,,,
515,幸,xìng,lucky  ,279.86,1,,,,,,,,
516,传,zhuàn,transmit  ,279.33,1,,,,,,,,
517,复,fù,recover  ,278.41,1,,,,,,,,
518,量,liàng,measure  ,276.96,1,,,,,,,,
519,首,shǒu,head  ,275.98,1,,,,,,,,
520,改,gǎi,change  ,275.74,1,,,,,,,,
521,忘,wàng,forget  ,275.53,1,,,,,,,,
522,术,shù,technology  ,274.2,1,,,,,,,,
523,局,jú,office  ,274.03,1,,,,,,,,
524,客,kè,guest  ,273.48,1,,,,,,,,
525,假,jiǎ,fake  ,273.44,1,,,,,,,,
526,永,yǒng,eternal  ,272.32,1,,,,,,,,
527,维,wéi,maintain  ,272.09,1,,,,,,,,
528,岁,suì,year  ,272.07,1,,,,,,,,
529,据,jù,based on  ,271.77,1,,,,,,,,
530,派,pài ,party,271.21,1,,,,,,,,
531,票,piào,ticket  ,270.89,1,,,,,,,,
532,兰,lán,orchid  ,266.26,1,,,,,,,,
533,恶,è,evil  ,265.69,1,,,,,,,,
534,烦,fán,bother  ,265.62,1,,,,,,,,
535,取,qǔ,take  ,264.92,1,,,,,,,,
536,游,yóu,travel  ,264.11,1,,,,,,,,
537,糟,zāo,bad  ,263.19,1,,,,,,,,
538,令,lìng,order  ,263.17,1,,,,,,,,
539,随,suí,follow  ,261.48,1,,,,,,,,
540,五,wǔ,five  ,261.44,1,,,,,,,,
541,圣,shèng,saint  ,259.88,1,,,,,,,,
542,式,shì,style  ,259.22,1,,,,,,,,
543,探,tàn,explore  ,258.85,1,,,,,,,,
544,嘴,zuǐ,mouth  ,258.09,1,,,,,,,,
545,毒,dú,poison  ,257.38,1,,,,,,,,
546,越,yuè,cross  ,256.85,1,,,,,,,,
547,律,lǜ,law  ,256.78,1,,,,,,,,
548,费,fèi,cost  ,256.53,1,,,,,,,,
549,科,kē,subject  ,255.48,1,,,,,,,,
550,麻,má,numb ,255.4,1,,,,,,,,
551,简,jiǎn,simple  ,255.18,1,,,,,,,,
552,易,yì,easy  ,255.1,1,,,,,,,,
553,流,liú,flow  ,255.03,1,,,,,,,,
554,治,zhì,govern  ,254.9,1,,,,,,,,
555,唱,chàng,sing  ,254.52,1,,,,,,,,
556,答,dá,answer  ,254.2,1,,,,,,,,
557,倒,dào,inverted,253.52,1,,,,,,,,
558,划,huà,plan  ,253.43,1,,,,,,,,
559,控,kòng,control  ,253.32,1,,,,,,,,
560,味,wèi,taste  ,251.98,1,,,,,,,,
561,区,qū,area  ,251.28,1,,,,,,,,
562,漂,piāo,float  ,249.99,1,,,,,,,,
563,支,zhī,support  ,249.72,1,,,,,,,,
564,乎,hū,uh  ,249.42,1,,,,,,,,
565,录,lù,record  ,248.65,1,,,,,,,,
566,考,kǎo,test  ,247.92,1,,,,,,,,
567,超,chāo,super  ,247.41,1,,,,,,,,
568,拍,pāi,slap,247.18,1,,,,,,,,
569,轻,qīng,light  ,246.86,1,,,,,,,,
570,连,lián,connect  ,245.87,1,,,,,,,,
571,往,wǎng,go  ,245.85,1,,,,,,,,
572,组,zǔ,group  ,245.21,1,,,,,,,,
573,满,mǎn,full  ,244.72,1,,,,,,,,
574,造,zào,make  ,244.68,1,,,,,,,,
575,弹,tán,bounce  ,244.66,1,,,,,,,,
576,静,jìng,quiet  ,244.38,1,,,,,,,,
577,故,gù,reason  ,244.12,1,,,,,,,,
578,吸,xī,breathe,243.8,1,,,,,,,,
579,喂,wèi,feed  ,243.72,1,,,,,,,,
580,集,jí,collect  ,243.44,1,,,,,,,,
581,极,jí,extreme  ,243.18,1,,,,,,,,
582,讲,jiǎng,talk  ,243.01,1,,,,,,,,
583,块,kuài,block  ,242.97,1,,,,,,,,
584,趣,qù,interest  ,242.91,1,,,,,,,,
585,类,lèi,category  ,241.8,1,,,,,,,,
586,呀,yā,ah  ,241.43,1,,,,,,,,
587,戏,xì,play  ,241.11,1,,,,,,,,
588,曾,céng,once  ,240.69,1,,,,,,,,
589,容,róng,contain  ,240.49,1,,,,,,,,
590,步,bù,step  ,240.39,1,,,,,,,,
591,投,tóu,throw  ,240.34,1,,,,,,,,
592,化,huà,change  ,240.13,1,,,,,,,,
593,未,wèi,not yet  ,240.09,1,,,,,,,,
594,束,shù,bind  ,239.55,1,,,,,,,,
595,醒,xǐng,wake  ,238.17,1,,,,,,,,
596,威,wēi,mighty  ,237.87,1,,,,,,,,
597,班,bān,class  ,237.4,1,,,,,,,,
598,终,zhōng,end  ,237.27,1,,,,,,,,
599,差,chā,difference  ,237.23,1,,,,,,,,
600,梦,mèng,dream  ,236.61,1,,,,,,,,
601,赢,yíng,win  ,235.95,1,,,,,,,,
602,药,yào,medicine  ,235.63,1,,,,,,,,
603,迪,dí,enlighten  ,235.54,,,,,,,,,
604,店,diàn,store  ,235.28,1,,,,,,,,
605,丽,lì,beautiful  ,234.92,1,,,,,,,,
606,卖,mài,sell  ,234.69,1,,,,,,,,
607,显,xiǎn,show  ,234.37,1,,,,,,,,
608,监,jiān,monitor  ,233.71,1,,,,,,,,
609,图,tú,map  ,232.92,1,,,,,,,,
610,半,bàn,half  ,232.92,1,,,,,,,,
611,语,yǔ,language  ,230.84,1,,,,,,,,
612,付,fù,pay  ,229.05,1,,,,,,,,
613,热,rè,hot  ,228.45,1,,,,,,,,
614,排,pái,row  ,228.09,1,,,,,,,,
615,楚,chǔ,clear  ,228.07,1,,,,,,,,
616,偷,tōu,steal  ,226.1,1,,,,,,,,
617,敢,gǎn,dare  ,226.04,1,,,,,,,,
618,油,yóu,oil  ,225.29,1,,,,,,,,
619,餐,cān,meal  ,225.17,1,,,,,,,,
620,破,pò,break  ,225.04,1,,,,,,,,
621,莱,lái,cabbage  ,224.38,1,,,,,,,,
622,杯,bēi,cup  ,223.44,1,,,,,,,,
623,市,shì,city  ,223.16,1,,,,,,,,
624,城,chéng,city  ,222.16,1,,,,,,,,
625,哇,wā,wow  ,221.3,1,,,,,,,,
626,权,quán,power  ,219.53,1,,,,,,,,
627,某,mǒu,certain  ,218.76,1,,,,,,,,
628,激,jī,excite  ,218.55,1,,,,,,,,
629,立,lì,stand  ,217.63,1,,,,,,,,
630,程,chéng,program  ,217.42,1,,,,,,,,
631,伊,yī,she  ,217.35,1,,,,,,,,
632,讨,tǎo,discuss  ,216.71,1,,,,,,,,
633,责,zé,duty  ,215.62,1,,,,,,,,
634,昨,zuó,yesterday  ,214.83,1,,,,,,,,
635,闭,bì,close  ,214.75,1,,,,,,,,
636,庭,tíng,court  ,214.43,1,,,,,,,,
637,落,luò,fall  ,214.36,1,,,,,,,,
638,饭,fàn,rice  ,214.28,1,,,,,,,,
639,林,lín,forest  ,213.3,1,,,,,,,,
640,换,huàn,exchange  ,213.25,1,,,,,,,,
641,及,jí,and  ,213.04,1,,,,,,,,
642,船,chuán,boat  ,213.04,1,,,,,,,,
643,争,zhēng  ,fight,212.61,1,,,,,,,,
644,猜,cāi,guess  ,212.48,1,,,,,,,,
645,洛,luò,Luo  ,212.42,1,,,,,,,,
646,级,jí,level  ,211.2,1,,,,,,,,
647,姆,mǔ,mother  ,210.67,1,,,,,,,,
648,雷,léi,thunder  ,210.24,1,,,,,,,,
649,刻,kè ,time,210.16,1,,,,,,,,
650,建,jiàn,build  ,208.62,1,,,,,,,,
651,团,tuán,group  ,208.11,1,,,,,,,,
652,王,wáng,king  ,207.79,1,,,,,,,,
653,惊,jīng,startle  ,207,1,,,,,,,,
654,迎,yíng,welcome  ,204.71,1,,,,,,,,
655,段,duàn,section  ,204.46,1,,,,,,,,
656,标,biāo,sign  ,204.35,1,,,,,,,,
657,检,jiǎn,inspect  ,202.66,1,,,,,,,,
658,各,gè,each  ,202.6,1,,,,,,,,
659,义,yì,justice  ,202.56,1,,,,,,,,
660,百,bǎi,hundred  ,202.15,1,,,,,,,,
661,民,mín,people  ,202.13,1,,,,,,,,
662,功,gōng,contribution  ,201.79,1,,,,,,,,
663,唯,wéi,only  ,201.77,1,,,,,,,,
664,夜,yè,night  ,201.49,1,,,,,,,,
665,示,shì,show  ,200.96,1,,,,,,,,
666,靠,kào,rely  ,200.91,1,,,,,,,,
667,释,shì,release  ,199.74,1,,,,,,,,
668,脸,liǎn,face  ,199.61,1,,,,,,,,
669,引,yǐn,lead  ,198.48,1,,,,,,,,
670,择,zé,choose  ,197.82,1,,,,,,,,
671,疑,yí,suspect  ,197.67,1,,,,,,,,
672,赶,gǎn,hurry  ,197.52,1,,,,,,,,
673,俩,liǎng,both  ,197.31,1,,,,,,,,
674,独,dú,alone  ,196.47,1,,,,,,,,
675,冷,lěng,cold  ,196.39,1,,,,,,,,
676,妹,mèi,sister  ,196.26,1,,,,,,,,
677,楼,lóu,building  ,195.9,1,,,,,,,,
678,皮,pí,skin  ,195.55,1,,,,,,,,
679,存,cún,exist  ,195.45,1,,,,,,,,
680,练,liàn,practice  ,194.81,1,,,,,,,,
681,娘,niáng,mother  ,194.59,1,,,,,,,,
682,顿,dùn,measure word for meals  ,194.4,1,,,,,,,,
683,断,duàn,break  ,194.02,1,,,,,,,,
684,设,shè,shut  ,193.33,1,,,,,,,,
685,松,sōng ,pine,193.23,1,,,,,,,,
686,博,bó,expand  ,192.84,1,,,,,,,,
687,置,zhì,place  ,192.33,1,,,,,,,,
688,逃,táo,escape  ,192.33,1,,,,,,,,
689,观,guān,observe  ,191.52,1,,,,,,,,
690,痛,tòng,pain  ,191.35,1,,,,,,,,
691,狂,kuáng,mad  ,191.09,1,,,,,,,,
692,足,zú,foot  ,190.37,1,,,,,,,,
693,码,mǎ,code  ,190.13,1,,,,,,,,
694,恐,kǒng,fear  ,190.11,1,,,,,,,,
695,吉,jí,lucky  ,189.79,1,,,,,,,,
696,历,lì,history  ,189.06,1,,,,,,,,
697,慢,màn,slow  ,188.08,1,,,,,,,,
698,妻,qī,wife  ,188.06,1,,,,,,,,
699,山,shān,mountain  ,187.42,1,,,,,,,,
700,普,pǔ,universal  ,187.38,1,,,,,,,,
701,价,jià,price  ,187.16,1,,,,,,,,
702,元,yuán,yuan  ,187.12,1,,,,,,,,
703,角,jiǎo,dime  ,186.48,1,,,,,,,,
704,怀,huái  ,pregnant,186.29,1,,,,,,,,
705,床,chuáng,bed  ,185.86,1,,,,,,,,
706,奥,ào,outrageous  ,185.5,1,,,,,,,,
707,模,mó,model  ,184.54,1,,,,,,,,
708,验,yàn,test  ,184.5,1,,,,,,,,
709,索,suǒ,search  ,184.28,1,,,,,,,,
710,街,jiē,street  ,183.58,1,,,,,,,,
711,艾,ài,wormwood  ,183.11,1,,,,,,,,
712,呼,hū,call  ,182.77,1,,,,,,,,
713,祝,zhù,bless  ,182.13,1,,,,,,,,
714,料,liào,material  ,182.04,1,,,,,,,,
715,休,xiū,rest  ,181.55,1,,,,,,,,
716,灵,líng,spirit  ,180.87,1,,,,,,,,
717,狱,yù,prison  ,180.18,1,,,,,,,,
718,剧,jù,play  ,179.48,1,,,,,,,,
719,乱,luàn,disorder  ,178.99,1,,,,,,,,
720,展,zhǎn,exhibit  ,178.73,1,,,,,,,,
721,板,bǎn,board  ,178.35,1,,,,,,,,
722,承,chéng,undertake  ,177.66,1,,,,,,,,
723,则,zé,rule  ,177.45,1,,,,,,,,
724,顾,gù,care  ,177.15,1,,,,,,,,
725,深,shēn,deep  ,176.58,1,,,,,,,,
726,产,chǎn,produce  ,176.43,1,,,,,,,,
727,洗,xǐ,wash  ,175.49,1,,,,,,,,
728,政,zhèng,politics  ,174.76,1,,,,,,,,
729,迷,mí,be enchanted  ,174.46,1,,,,,,,,
730,领,lǐng,lead  ,174.42,1,,,,,,,,
731,午,wǔ,noon  ,174.36,1,,,,,,,,
732,纳,nà,accept  ,174.01,1,,,,,,,,
733,谎,huǎng,lie  ,173.86,1,,,,,,,,
734,具,jù,tool  ,173.74,1,,,,,,,,
735,退,tuì,retreat  ,173.37,1,,,,,,,,
736,福,fú,blessing  ,172.35,1,,,,,,,,
737,习,xí,practice  ,171.81,1,,,,,,,,
738,秘,mì,secret  ,171.71,1,,,,,,,,
739,奶,nǎi,milk  ,171.58,1,,,,,,,,
740,遇,yù,meet  ,171.41,1,,,,,,,,
741,职,zhí,position  ,171.39,1,,,,,,,,
742,架,jià,rack  ,171.28,1,,,,,,,,
743,即,jí,immediate  ,171.05,1,,,,,,,,
744,挺,tǐng,straight  ,170.88,1,,,,,,,,
745,史,shǐ,history  ,170.83,1,,,,,,,,
746,负,fù,negative,170.36,1,,,,,,,,
747,千,qiān,thousand  ,169.81,1,,,,,,,,
748,脱,tuō,take off  ,169.62,1,,,,,,,,
749,瑞,ruì,lucky  ,169.45,,,,,,,,,
750,背,bèi,back  ,169.3,1,,,,,,,,
751,仅,jǐn,only  ,169.23,1,,,,,,,,
752,追,zhuī,chase  ,168.83,1,,,,,,,,
753,伦,lún,order  ,168.74,1,,,,,,,,
754,炸,zhà,blast  ,168.36,1,,,,,,,,
755,资,zī,capital  ,168.23,1,,,,,,,,
756,画,huà,paint  ,168.16,1,,,,,,,,
757,踪,zōng,trail  ,168.14,1,,,,,,,,
758,射,shè,shoot  ,167.93,1,,,,,,,,
759,弃,qì,abandon  ,167.48,1,,,,,,,,
760,傻,shǎ,stupid  ,167.42,1,,,,,,,,
761,藏,cáng,hide  ,167.08,1,,,,,,,,
762,屁,pì,fart  ,166.63,1,,,,,,,,
763,瞧,qiáo,look  ,166.52,1,,,,,,,,
764,修,xiū,repair  ,166.5,1,,,,,,,,
765,尸,shī,corpse  ,166.22,1,,,,,,,,
766,闻,wén,smell  ,166.22,1,,,,,,,,
767,共,gòng,together  ,165.86,1,,,,,,,,
768,懂,dǒng,understand  ,165.62,1,,,,,,,,
769,蒂,dì,peduncle  ,164.96,1,,,,,,,,
770,危,wēi,danger  ,164.71,1,,,,,,,,
771,专,zhuān,specialized  ,164.64,1,,,,,,,,
772,呆,dāi,stupid  ,164.64,1,,,,,,,,
773,介,jiè,introduce  ,164.3,1,,,,,,,,
774,萨,sà,Sa  ,164.17,,,,,,,,,
775,魔,mó,magic  ,163.21,1,,,,,,,,
776,急,jí,urgent  ,162.34,1,,,,,,,,
777,碰,pèng,bump  ,162.27,1,,,,,,,,
778,甚,shèn,very  ,162.25,1,,,,,,,,
779,糕,gāo,cake  ,161.89,1,,,,,,,,
780,苦,kǔ,bitter  ,161.46,1,,,,,,,,
781,念,niàn,think  ,160.76,1,,,,,,,,
782,适,shì,suit  ,160.69,1,,,,,,,,
783,华,huá,flower  ,160.69,1,,,,,,,,
784,冲,chōng  ,rush,160.56,1,,,,,,,,
785,骗,piàn,deceive  ,160.56,1,,,,,,,,
786,厌,yàn,dislike  ,160.52,1,,,,,,,,
787,型,xíng,type  ,160.16,1,,,,,,,,
788,麦,mài,wheat  ,160.12,1,,,,,,,,
789,似,shì,seem  ,159.97,1,,,,,,,,
790,红,hóng,red  ,159.8,1,,,,,,,,
791,值,zhí,value  ,159.24,1,,,,,,,,
792,脚,jiǎo,foot  ,159.13,1,,,,,,,,
793,六,liù,six  ,158.81,1,,,,,,,,
794,谋,móu,plan  ,158.71,1,,,,,,,,
795,套,tào,set  ,158.17,1,,,,,,,,
796,凯,kǎi,victory  ,157.36,1,,,,,,,,
797,众,zhòng,crowd  ,157.34,1,,,,,,,,
798,预,yù,prepare  ,157.08,1,,,,,,,,
799,际,jì,boundary  ,157.02,1,,,,,,,,
800,咱,zán,we  ,156.96,1,,,,,,,,
801,波,bō,wave  ,156.72,1,,,,,,,,
802,卫,wèi,guard  ,156.42,1,,,,,,,,
803,聊,liáo,chat  ,156.34,1,,,,,,,,
804,养,yǎng,raise  ,156.1,1,,,,,,,,
805,导,dǎo,guide  ,155.31,1,,,,,,,,
806,虑,lǜ,consider  ,155.21,1,,,,,,,,
807,私,sī,private  ,154.84,1,,,,,,,,
808,戴,dài,wear  ,154.67,1,,,,,,,,
809,毁,huǐ,destroy  ,154.24,1,,,,,,,,
810,鱼,yú,fish  ,154.22,1,,,,,,,,
811,滚,gǔn,roll  ,153.99,1,,,,,,,,
812,志,zhì,will  ,153.78,1,,,,,,,,
813,杂,zá,mixed  ,153.71,1,,,,,,,,
814,居,jū,live  ,153.65,1,,,,,,,,
815,词,cí,word  ,153.24,1,,,,,,,,
816,食,shí,eat  ,153.03,1,,,,,,,,
817,诺,nuò,promise  ,152.39,1,,,,,,,,
818,读,dú,read  ,152.39,1,,,,,,,,
819,误,wù,error  ,151.53,1,,,,,,,,
820,撒,sā,sprinkle  ,151.47,1,,,,,,,,
821,突,tū,sudden,150.38,1,,,,,,,,
822,牛,niú,cow  ,150.36,1,,,,,,,,
823,馆,guǎn,museum  ,150.08,1,,,,,,,,
824,规,guī,rule  ,150.08,1,,,,,,,,
825,陪,péi,accompany  ,149.55,1,,,,,,,,
826,州,zhōu,province  ,149.38,1,,,,,,,,
827,肉,ròu,meat  ,149.36,1,,,,,,,,
828,形,xíng,form  ,149.31,1,,,,,,,,
829,耶,yē,Ye  ,148.74,1,,,,,,,,
830,凶,xiōng,ferocious  ,148.74,1,,,,,,,,
831,森,sēn,forest  ,148.48,1,,,,,,,,
832,商,shāng,commerce  ,147.9,1,,,,,,,,
833,纪,jì,record  ,147.65,1,,,,,,,,
834,浪,làng,wave  ,147.54,1,,,,,,,,
835,石,shí,stone  ,147.22,1,,,,,,,,
836,顺,shùn  ,along,146.96,1,,,,,,,,
837,举,jǔ,raise  ,146.3,1,,,,,,,,
838,按,àn,press  ,145.83,1,,,,,,,,
839,旅,lǚ,travel  ,144.3,1,,,,,,,,
840,努,nǔ,make effort  ,143.7,1,,,,,,,,
841,坚,jiān,sturdy  ,143.4,1,,,,,,,,
842,测,cè,measure  ,143.23,1,,,,,,,,
843,免,miǎn ,avoid,143.19,1,,,,,,,,
844,喔,wō,well  ,143.04,,,,,,,,,
845,丝,sī,silk  ,142.99,1,,,,,,,,
846,辆,liàng,vehicles  ,142.42,1,,,,,,,,
847,乔,qiáo,Qiao  ,142.01,,,,,,,,,
848,防,fáng,prevent  ,141.76,,,,,,,,,
849,句,jù,sentence  ,141.76,1,,,,,,,,
850,印,yìn,print  ,141.52,1,,,,,,,,
851,恋,liàn,love  ,141.5,1,,,,,,,,
852,玛,mǎ,Mary  ,140.84,,,,,,,,,
853,弗,fú,Fu  ,140.8,,,,,,,,,
854,季,jì,season  ,140.58,1,,,,,,,,
855,严,yán,strict  ,140.22,1,,,,,,,,
856,推,tuī,push  ,139.9,1,,,,,,,,
857,伯,bó,Bo  ,139.3,,,,,,,,,
858,莉,lì,Lily  ,139.19,,,,,,,,,
859,武,wǔ,martial  ,139.11,,,,,,,,,
860,胜,shèng,victory  ,139.02,,,,,,,,,
861,毛,máo,hair  ,138.49,1,,,,,,,,
862,压,yā,press  ,138.4,1,,,,,,,,
863,败,bài,defeat  ,137.96,,,,,,,,,
864,究,jiū,research  ,137.93,,,,,,,,,
865,评,píng,evaluate  ,137.81,1,,,,,,,,
866,屋,wū,house  ,136.31,1,,,,,,,,
867,双,shuāng,double  ,136.23,1,,,,,,,,
868,牙,yá,tooth  ,135.88,1,,,,,,,,
869,斗,dǒu,fight  ,135.1,,,,,,,,,
870,鸡,jī,chicken  ,134.95,1,,,,,,,,
871,审,shěn,review  ,134.18,,,,,,,,,
872,南,nán,south  ,133.98,1,,,,,,,,
873,速,sù,speed  ,133.96,,,,,,,,,
874,蠢,chǔn,stupid  ,133.92,,,,,,,,,
875,丈,zhàng  ,husband,133.17,,,,,,,,,
876,守,shǒu,defend  ,133.11,,,,,,,,,
877,获,huò,obtain  ,133.09,,,,,,,,,
878,八,bā,eight  ,132.83,,,,,,,,,
879,致,zhì,cause  ,132.34,,,,,,,,,
880,细,xì,fine  ,132.23,,,,,,,,,
881,勒,lè,leash  ,132.21,,,,,,,,,
882,称,chēng,call  ,132.11,,,,,,,,,
883,塔,tǎ,tower  ,131.47,,,,,,,,,
884,丢,diū,lose  ,131.19,,,,,,,,,
885,冰,bīng,ice  ,131.19,,,,,,,,,
886,态,tài,state  ,130.93,,,,,,,,,
887,吓,hā,scare  ,130.8,,,,,,,,,
888,古,gǔ,ancient  ,130.53,,,,,,,,,
889,亡,wáng,die  ,129.93,,,,,,,,,
890,状,zhuàng,state  ,129.8,,,,,,,,,
891,鲁,lǔ,rookie  ,128.88,,,,,,,,,
892,疗,liáo,treat  ,128.75,,,,,,,,,
893,操,cāo,manage  ,128.67,,,,,,,,,
894,遗,yí,leave  ,127.39,,,,,,,,,
895,判,pàn,judge  ,127.24,,,,,,,,,
896,响,xiǎng,sound  ,127.13,,,,,,,,,
897,网,wǎng,network  ,126.98,,,,,,,,,
898,箱,xiāng,box  ,126.73,,,,,,,,,
899,货,huò,goods  ,126.58,,,,,,,,,
900,围,wéi,enclose  ,126.09,,,,,,,,,
901,签,qiān,sign  ,125.92,,,,,,,,,
902,牌,pái,card  ,125.36,,,,,,,,,
903,户,hù,household  ,124.59,,,,,,,,,
904,寻,xún,search  ,124.51,,,,,,,,,
905,质,zhì,quality  ,124.48,,,,,,,,,
906,供,gōng,supply  ,123.84,,,,,,,,,
907,奖,jiǎng,award  ,123.63,,,,,,,,,
908,袋,dài,bag  ,123.55,,,,,,,,,
909,胡,hú,mess  ,123.55,,,,,,,,,
910,脏,zāng,dirty  ,123.52,,,,,,,,,
911,堂,táng,hall  ,123.33,,,,,,,,,
912,曼,màn,Mann  ,123.2,,,,,,,,,
913,效,xiào,effect  ,123.14,,,,,,,,,
914,露,lù,reveal  ,123.01,,,,,,,,,
915,替,tì,replace  ,122.95,,,,,,,,,
916,娜,nà,Nina  ,122.88,,,,,,,,,
917,座,zuò,seat  ,122.82,,,,,,,,,
918,园,yuán,garden  ,122.71,,,,,,,,,
919,拥,yōng,hug  ,122.5,,,,,,,,,
920,睛,jīng,eye  ,122.31,,,,,,,,,
921,冒,mào,risk  ,122.31,,,,,,,,,
922,甜,tián,sweet  ,122.24,,,,,,,,,
923,股,gǔ,share  ,122.2,,,,,,,,,
924,香,xiāng,fragrant  ,122.2,,,,,,,,,
925,笔,bǐ,pen  ,121.41,,,,,,,,,
926,沙,shā,sand  ,121.33,,,,,,,,,
927,扰,rǎo,disturb  ,121.11,,,,,,,,,
928,挑,tiāo,pick  ,121.11,,,,,,,,,
929,姑,gū,aunt  ,120.41,,,,,,,,,
930,爆,bào,explode  ,119.81,,,,,,,,,
931,镇,zhèn,town  ,119.57,,,,,,,,,
932,暴,bào,violent  ,119.47,,,,,,,,,
933,困,kùn,trapped  ,118.23,,,,,,,,,
934,项,xiàng,item  ,118.21,,,,,,,,,
935,概,gài,concept  ,118.1,,,,,,,,,
936,摩,mó,rub  ,117.76,,,,,,,,,
937,虽,suī,although  ,117.57,,,,,,,,,
938,纽,niǔ,tie  ,117.25,,,,,,,,,
939,享,xiǎng,enjoy  ,117.1,,,,,,,,,
940,配,pèi,match  ,116.88,,,,,,,,,
941,迹,jī,track  ,116.69,,,,,,,,,
942,登,dēng,climb  ,116.48,,,,,,,,,
943,诞,dàn,born  ,116.27,,,,,,,,,
944,竟,jìng   ,unexpectedly,115.82,,,,,,,,,
945,叔,shū,uncle  ,115.69,,,,,,,,,
946,捕,bǔ,catch  ,115.5,,,,,,,,,
947,赌,dǔ,gamble  ,115.24,,,,,,,,,
948,阻,zǔ,block  ,114.9,,,,,,,,,
949,彩,cǎi,color  ,114.88,,,,,,,,,
950,搬,bān,move  ,114.54,,,,,,,,,
951,属,shǔ,belong  ,114.39,,,,,,,,,
952,招,zhāo  ,wave  ,114.05,,,,,,,,,
953,婆,pó,granny  ,113.64,,,,,,,,,
954,巧,qiǎo,skillful  ,113.6,,,,,,,,,
955,骨,gǔ,bone  ,113.38,,,,,,,,,
956,塞,sāi,block  ,113.34,,,,,,,,,
957,剩,shèng,remain  ,113.32,,,,,,,,,
958,酷,kù,cool  ,113.21,,,,,,,,,
959,啡,fēi,coffee  ,113,1,,,,,,,,
960,课,kè,class  ,112.83,,,,,,,,,
961,烟,yān,smoke  ,112.64,,,,,,,,,
962,摄,shè,take photos  ,112.32,,,,,,,,,
963,封,fēng,seal  ,112.25,,,,,,,,,
964,咖,kā,coffee  ,112.12,,,,,,,,,
965,低,dī,low  ,112.06,,,,,,,,,
966,技,jì,skill  ,111.72,,,,,,,,,
967,迟,chí,delayed  ,111.59,,,,,,,,,
968,纸,zhǐ,paper  ,111.46,,,,,,,,,
969,烧,shāo,burn  ,110.84,,,,,,,,,
970,委,wěi,assign  ,110.65,,,,,,,,,
971,暗,àn,dark  ,110.5,,,,,,,,,
972,左,zuǒ,left  ,110.16,,,,,,,,,
973,输,shū,lose  ,110.03,,,,,,,,,
974,曲,qǔ  ,song,109.33,,,,,,,,,
975,仍,réng,still  ,109.24,,,,,,,,,
976,训,xùn,train  ,109.16,,,,,,,,,
977,借,jiè,borrow  ,109.16,,,,,,,,,
978,扔,rēng,throw  ,109.01,,,,,,,,,
979,善,shàn,kind  ,108.69,,,,,,,,,
980,社,shè,society  ,108.54,,,,,,,,,
981,轮,lún,wheel  ,108.49,,,,,,,,,
982,顶,dǐng,top  ,108.45,,,,,,,,,
983,聪,cōng,smart  ,108.3,,,,,,,,,
984,秀,xiù,show  ,108.07,,,,,,,,,
985,刀,dāo,knife  ,106.72,,,,,,,,,
986,莫,mò,no  ,106.47,,,,,,,,,
987,腿,tuǐ,leg  ,106.38,,,,,,,,,
988,族,zú,ethnic group  ,105.87,,,,,,,,,
989,鞋,xié,shoe  ,105.76,,,,,,,,,
990,兵,bīng,soldier  ,105.57,,,,,,,,,
991,锁,suǒ,lock  ,105.46,,,,,,,,,
992,妮,nī,Ni  ,105.4,,,,,,,,,
993,异,yì,different  ,105.31,,,,,,,,,
994,誓,shì,oath  ,105.23,,,,,,,,,
995,树,shù,tree  ,105.14,,,,,,,,,
996,木,mù,wood  ,105.12,,,,,,,,,
997,抢,qiǎng,rob  ,104.76,,,,,,,,,
998,档,dàng,file  ,104.67,,,,,,,,,
999,雇,gù,employ  ,104.57,,,,,,,,,
1000,广,guǎng,wide,104.52,,,,,,,,,
1001,丹,dān,red  ,104.4,,,,,,,,,
1002,银,yín,silver  ,104.29,,,,,,,,,
1003,镜,jìng,mirror  ,104.27,,,,,,,,,
1004,群,qún,group  ,104.18,,,,,,,,,
1005,坦,tǎn,flat  ,104.18,,,,,,,,,
1006,汉,hàn,Han  ,104.05,,,,,,,,,
1007,土,tǔ,earth  ,103.99,,,,,,,,,
1008,短,duǎn,short  ,103.99,,,,,,,,,
1009,伴,bàn,accompany  ,103.63,,,,,,,,,
1010,播,bō,broadcast  ,103.63,,,,,,,,,
1011,环,huán,ring  ,103.5,,,,,,,,,
1012,恨,hèn,hate  ,103.5,,,,,,,,,
1013,移,yí,move  ,103.43,,,,,,,,,
1014,编,biān,compile  ,103.14,,,,,,,,,
1015,温,wēn,warm  ,103.07,,,,,,,,,
1016,刺,cì,thorn,102.9,,,,,,,,,
1017,毫,háo,hair  ,102.15,,,,,,,,,
1018,右,yòu,right  ,102.11,,,,,,,,,
1019,野,yě,wild  ,101.94,,,,,,,,,
1020,哭,kū,cry  ,101.92,,,,,,,,,
1021,遍,biàn,everywhere  ,101.83,,,,,,,,,
1022,库,kù,store  ,101.45,,,,,,,,,
1023,搭,dā,match  ,101.11,,,,,,,,,
1024,康,kāng,health  ,100.79,,,,,,,,,
1025,症,zhèng,symptom  ,100.1,,,,,,,,,
1026,荣,róng,honor  ,100.08,,,,,,,,,
1027,充,chōng,fill  ,99.7,,,,,,,,,
1028,创,chuàng,create  ,99.63,,,,,,,,,
