Number,Character,Pinyin,English,CHR/million,Known,,,,,,,,
4414,绌,,,0.26,,,,,,,,,
4415,釉,,,0.26,,,,,,,,,
4416,叵,,,0.26,,,,,,,,,
4417,貉,,,0.26,,,,,,,,,
4418,呎,,,0.26,,,,,,,,,
4419,値,,,0.26,,,,,,,,,
4420,钍,,,0.26,,,,,,,,,
4421,徹,,,0.26,,,,,,,,,
4422,胴,,,0.26,,,,,,,,,
4423,跩,,,0.26,,,,,,,,,
4424,勛,,,0.26,,,,,,,,,
4425,驮,,,0.26,,,,,,,,,
4426,莨,,,0.26,,,,,,,,,
4427,靛,,,0.26,,,,,,,,,
4428,咣,,,0.23,,,,,,,,,
4429,钸,,,0.23,,,,,,,,,
4430,襁,,,0.23,,,,,,,,,
4431,呓,,,0.23,,,,,,,,,
4432,粤,,,0.23,,,,,,,,,
4433,杈,,,0.23,,,,,,,,,
4434,铪,,,0.23,,,,,,,,,
4435,庶,,,0.23,,,,,,,,,
4436,嬴,,,0.23,,,,,,,,,
4437,笞,,,0.23,,,,,,,,,
4438,晔,,,0.23,,,,,,,,,
4439,菪,,,0.23,,,,,,,,,
4440,魯,,,0.23,,,,,,,,,
4441,岑,,,0.23,,,,,,,,,
4442,睪,,,0.23,,,,,,,,,
4443,糠,,,0.23,,,,,,,,,
4444,東,,,0.23,,,,,,,,,
4445,觐,,,0.23,,,,,,,,,
4446,绉,,,0.23,,,,,,,,,
4447,蟌,,,0.23,,,,,,,,,
4448,戎,,,0.23,,,,,,,,,
4449,髻,,,0.23,,,,,,,,,
4450,鲔,,,0.23,,,,,,,,,
4451,轱,,,0.23,,,,,,,,,
4452,呷,,,0.23,,,,,,,,,
4453,怅,,,0.23,,,,,,,,,
4454,泮,,,0.23,,,,,,,,,
4455,屍,,,0.23,,,,,,,,,
4456,诿,,,0.23,,,,,,,,,
4457,龛,,,0.23,,,,,,,,,
4458,诨,,,0.23,,,,,,,,,
4459,荽,,,0.23,,,,,,,,,
4460,斓,,,0.23,,,,,,,,,
4461,穂,,,0.23,,,,,,,,,
4462,馀,,,0.23,,,,,,,,,
4463,嵩,,,0.23,,,,,,,,,
4464,芫,,,0.23,,,,,,,,,
4465,蜃,,,0.23,,,,,,,,,
4466,皎,,,0.23,,,,,,,,,
4467,冽,,,0.23,,,,,,,,,
4468,槃,,,0.23,,,,,,,,,
4469,荟,,,0.23,,,,,,,,,
4470,褓,,,0.23,,,,,,,,,
4471,笈,,,0.23,,,,,,,,,
4472,锵,,,0.23,,,,,,,,,
4473,骁,,,0.23,,,,,,,,,
4474,壑,,,0.21,,,,,,,,,
4475,箕,,,0.21,,,,,,,,,
4476,巻,,,0.21,,,,,,,,,
4477,誊,,,0.21,,,,,,,,,
4478,赅,,,0.21,,,,,,,,,
4479,噓,,,0.21,,,,,,,,,
4480,氖,,,0.21,,,,,,,,,
4481,馥,,,0.21,,,,,,,,,
4482,竊,,,0.21,,,,,,,,,
4483,怏,,,0.21,,,,,,,,,
4484,诓,,,0.21,,,,,,,,,
4485,鳃,,,0.21,,,,,,,,,
4486,郇,,,0.21,,,,,,,,,
4487,娓,,,0.21,,,,,,,,,
4488,舜,,,0.21,,,,,,,,,
4489,啾,,,0.21,,,,,,,,,
4490,痨,,,0.21,,,,,,,,,
4491,嘚,,,0.21,,,,,,,,,
4492,筱,,,0.21,,,,,,,,,
4493,肏,,,0.21,,,,,,,,,
4494,玟,,,0.21,,,,,,,,,
4495,旻,,,0.21,,,,,,,,,
4496,缨,,,0.21,,,,,,,,,
4497,沱,,,0.21,,,,,,,,,
4498,粽,,,0.21,,,,,,,,,
4499,蹚,,,0.21,,,,,,,,,
4500,靖,,,0.21,,,,,,,,,
4501,膺,,,0.21,,,,,,,,,
4502,酞,,,0.21,,,,,,,,,
4503,溴,,,0.21,,,,,,,,,
4504,佝,,,0.21,,,,,,,,,
4505,螫,,,0.21,,,,,,,,,
4506,浜,,,0.21,,,,,,,,,
4507,祠,,,0.21,,,,,,,,,
4508,砺,,,0.21,,,,,,,,,
4509,葺,,,0.21,,,,,,,,,
4510,耦,,,0.21,,,,,,,,,
4511,痱,,,0.21,,,,,,,,,
4512,饕,,,0.19,,,,,,,,,
4513,驷,,,0.19,,,,,,,,,
4514,沁,,,0.19,,,,,,,,,
4515,秆,,,0.19,,,,,,,,,
4516,碜,,,0.19,,,,,,,,,
4517,舶,,,0.19,,,,,,,,,
4518,菏,,,0.19,,,,,,,,,
4519,撷,,,0.19,,,,,,,,,
4520,倆,,,0.19,,,,,,,,,
4521,蕨,,,0.19,,,,,,,,,
4522,榷,,,0.19,,,,,,,,,
4523,锲,,,0.19,,,,,,,,,
4524,垛,,,0.19,,,,,,,,,
4525,婌,,,0.19,,,,,,,,,
4526,煦,,,0.19,,,,,,,,,
4527,氙,,,0.19,,,,,,,,,
4528,呔,,,0.19,,,,,,,,,
4529,腴,,,0.19,,,,,,,,,
4530,纶,,,0.19,,,,,,,,,
4531,瘙,,,0.19,,,,,,,,,
4532,糯,,,0.19,,,,,,,,,
4533,俸,,,0.19,,,,,,,,,
4534,鹬,,,0.19,,,,,,,,,
4535,跶,,,0.19,,,,,,,,,
4536,氡,,,0.19,,,,,,,,,
4537,硼,,,0.19,,,,,,,,,
4538,楝,,,0.19,,,,,,,,,
4539,菅,,,0.19,,,,,,,,,
4540,檞,,,0.19,,,,,,,,,
4541,鲣,,,0.19,,,,,,,,,
4542,绺,,,0.19,,,,,,,,,
4543,佘,,,0.19,,,,,,,,,
4544,骶,,,0.19,,,,,,,,,
4545,黍,,,0.19,,,,,,,,,
4546,哽,,,0.19,,,,,,,,,
4547,涓,,,0.19,,,,,,,,,
4548,卅,,,0.19,,,,,,,,,
4549,煙,,,0.19,,,,,,,,,
4550,粱,,,0.19,,,,,,,,,
4551,剜,,,0.19,,,,,,,,,
4552,鳅,,,0.19,,,,,,,,,
4553,愕,,,0.19,,,,,,,,,
4554,忖,,,0.19,,,,,,,,,
4555,娑,,,0.19,,,,,,,,,
4556,桁,,,0.19,,,,,,,,,
4557,鲷,,,0.19,,,,,,,,,
4558,皙,,,0.19,,,,,,,,,
4559,晷,,,0.19,,,,,,,,,
4560,恻,,,0.19,,,,,,,,,
4561,庚,,,0.19,,,,,,,,,
4562,岚,,,0.19,,,,,,,,,
4563,荔,,,0.19,,,,,,,,,
4564,刳,,,0.19,,,,,,,,,
4565,鰭,,,0.19,,,,,,,,,
4566,赳,,,0.17,,,,,,,,,
4567,樵,,,0.17,,,,,,,,,
4568,贲,,,0.17,,,,,,,,,
4569,媾,,,0.17,,,,,,,,,
4570,湄,,,0.17,,,,,,,,,
4571,氚,,,0.17,,,,,,,,,
4572,柰,,,0.17,,,,,,,,,
4573,鏖,,,0.17,,,,,,,,,
4574,俨,,,0.17,,,,,,,,,
4575,嘬,,,0.17,,,,,,,,,
4576,韭,,,0.17,,,,,,,,,
4577,榕,,,0.17,,,,,,,,,
4578,镉,,,0.17,,,,,,,,,
4579,毎,,,0.17,,,,,,,,,
4580,俠,,,0.17,,,,,,,,,
4581,旯,,,0.17,,,,,,,,,
4582,纾,,,0.17,,,,,,,,,
4583,痤,,,0.17,,,,,,,,,
4584,晖,,,0.17,,,,,,,,,
4585,炔,,,0.17,,,,,,,,,
4586,铮,,,0.17,,,,,,,,,
4587,甬,,,0.17,,,,,,,,,
4588,迺,,,0.17,,,,,,,,,
4589,蛐,,,0.17,,,,,,,,,
4590,旮,,,0.17,,,,,,,,,
4591,逡,,,0.17,,,,,,,,,
4592,骐,,,0.17,,,,,,,,,
4593,獒,,,0.17,,,,,,,,,
4594,黠,,,0.17,,,,,,,,,
4595,沪,,,0.17,,,,,,,,,
4596,鲛,,,0.17,,,,,,,,,
4597,帛,,,0.17,,,,,,,,,
4598,旌,,,0.17,,,,,,,,,
4599,鹚,,,0.17,,,,,,,,,
4600,雉,,,0.17,,,,,,,,,
4601,湎,,,0.17,,,,,,,,,
4602,潸,,,0.17,,,,,,,,,
4603,鸬,,,0.17,,,,,,,,,
4604,锰,,,0.17,,,,,,,,,
4605,豈,,,0.17,,,,,,,,,
4606,訇,,,0.17,,,,,,,,,
4607,疥,,,0.17,,,,,,,,,
4608,冢,,,0.17,,,,,,,,,
4609,尕,,,0.17,,,,,,,,,
4610,瀣,,,0.17,,,,,,,,,
4611,铡,,,0.17,,,,,,,,,
4612,迩,,,0.17,,,,,,,,,
4613,鐵,,,0.17,,,,,,,,,
4614,榎,,,0.17,,,,,,,,,
4615,珥,,,0.15,,,,,,,,,
4616,瑶,,,0.15,,,,,,,,,
4617,铢,,,0.15,,,,,,,,,
4618,桀,,,0.15,,,,,,,,,
4619,銼,,,0.15,,,,,,,,,
4620,硌,,,0.15,,,,,,,,,
4621,祺,,,0.15,,,,,,,,,
4622,鮎,,,0.15,,,,,,,,,
4623,樋,,,0.15,,,,,,,,,
4624,唰,,,0.15,,,,,,,,,
4625,麂,,,0.15,,,,,,,,,
4626,潵,,,0.15,,,,,,,,,
4627,禾,,,0.15,,,,,,,,,
4628,粧,,,0.15,,,,,,,,,
4629,痍,,,0.15,,,,,,,,,
4630,竜,,,0.15,,,,,,,,,
4631,瓯,,,0.15,,,,,,,,,
4632,倭,,,0.15,,,,,,,,,
4633,龇,,,0.15,,,,,,,,,
4634,贻,,,0.15,,,,,,,,,
4635,饴,,,0.15,,,,,,,,,
4636,岘,,,0.15,,,,,,,,,
4637,弭,,,0.15,,,,,,,,,
4638,蝼,,,0.15,,,,,,,,,
4639,鸫,,,0.15,,,,,,,,,
4640,丟,,,0.15,,,,,,,,,
4641,硒,,,0.15,,,,,,,,,
4642,壽,,,0.15,,,,,,,,,
4643,祼,,,0.15,,,,,,,,,
4644,飨,,,0.15,,,,,,,,,
4645,镓,,,0.15,,,,,,,,,
4646,珐,,,0.15,,,,,,,,,
4647,宥,,,0.15,,,,,,,,,
4648,笤,,,0.15,,,,,,,,,
4649,竣,,,0.15,,,,,,,,,
4650,沭,,,0.15,,,,,,,,,
4651,裨,,,0.15,,,,,,,,,
4652,胤,,,0.15,,,,,,,,,
4653,殓,,,0.15,,,,,,,,,
4654,罰,,,0.15,,,,,,,,,
4655,嗵,,,0.15,,,,,,,,,
4656,挻,,,0.15,,,,,,,,,
4657,桎,,,0.15,,,,,,,,,
4658,謎,,,0.15,,,,,,,,,
4659,廖,,,0.15,,,,,,,,,
4660,仟,,,0.15,,,,,,,,,
4661,恫,,,0.15,,,,,,,,,
4662,疸,,,0.15,,,,,,,,,
4663,髒,,,0.15,,,,,,,,,
4664,踞,,,0.15,,,,,,,,,
4665,襄,,,0.15,,,,,,,,,
4666,辕,,,0.15,,,,,,,,,
4667,庵,,,0.15,,,,,,,,,
4668,丕,,,0.15,,,,,,,,,
4669,钯,,,0.15,,,,,,,,,
4670,僮,,,0.15,,,,,,,,,
4671,祁,,,0.15,,,,,,,,,
4672,倜,,,0.15,,,,,,,,,
4673,針,,,0.15,,,,,,,,,
4674,嚇,,,0.15,,,,,,,,,
4675,陲,,,0.15,,,,,,,,,
4676,纂,,,0.15,,,,,,,,,
4677,怔,,,0.15,,,,,,,,,
4678,峨,,,0.13,,,,,,,,,
4679,剋,,,0.13,,,,,,,,,
4680,埠,,,0.13,,,,,,,,,
4681,袂,,,0.13,,,,,,,,,
4682,鲡,,,0.13,,,,,,,,,
4683,谗,,,0.13,,,,,,,,,
4684,阄,,,0.13,,,,,,,,,
4685,鹜,,,0.13,,,,,,,,,
4686,囫,,,0.13,,,,,,,,,
4687,糨,,,0.13,,,,,,,,,
4688,颦,,,0.13,,,,,,,,,
4689,睏,,,0.13,,,,,,,,,
4690,瓤,,,0.13,,,,,,,,,
4691,钋,,,0.13,,,,,,,,,
4692,韶,,,0.13,,,,,,,,,
4693,噔,,,0.13,,,,,,,,,
4694,怆,,,0.13,,,,,,,,,
4695,燻,,,0.13,,,,,,,,,
4696,锑,,,0.13,,,,,,,,,
4697,龋,,,0.13,,,,,,,,,
4698,弋,,,0.13,,,,,,,,,
4699,徳,,,0.13,,,,,,,,,
4700,區,,,0.13,,,,,,,,,
4701,镂,,,0.13,,,,,,,,,
4702,懑,,,0.13,,,,,,,,,
4703,棠,,,0.13,,,,,,,,,
4704,婀,,,0.13,,,,,,,,,
4705,鳀,,,0.13,,,,,,,,,
4706,侊,,,0.13,,,,,,,,,
4707,殇,,,0.13,,,,,,,,,
4708,愫,,,0.13,,,,,,,,,
4709,皋,,,0.13,,,,,,,,,
4710,矾,,,0.13,,,,,,,,,
4711,轭,,,0.13,,,,,,,,,
4712,筆,,,0.13,,,,,,,,,
4713,僭,,,0.13,,,,,,,,,
4714,黜,,,0.13,,,,,,,,,
4715,萩,,,0.13,,,,,,,,,
4716,髁,,,0.13,,,,,,,,,
4717,纭,,,0.13,,,,,,,,,
4718,梏,,,0.13,,,,,,,,,
4719,熵,,,0.13,,,,,,,,,
4720,竽,,,0.13,,,,,,,,,
4721,牍,,,0.13,,,,,,,,,
4722,忾,,,0.13,,,,,,,,,
4723,飒,,,0.13,,,,,,,,,
4724,泱,,,0.13,,,,,,,,,
4725,铩,,,0.13,,,,,,,,,
4726,擞,,,0.13,,,,,,,,,
4727,胝,,,0.13,,,,,,,,,
4728,羸,,,0.13,,,,,,,,,
4729,菰,,,0.13,,,,,,,,,
4730,嶋,,,0.13,,,,,,,,,
4731,姣,,,0.13,,,,,,,,,
4732,強,,,0.13,,,,,,,,,
4733,蜱,,,0.13,,,,,,,,,
4734,伕,,,0.13,,,,,,,,,
4735,徇,,,0.13,,,,,,,,,
4736,莤,,,0.13,,,,,,,,,
4737,阖,,,0.13,,,,,,,,,
4738,胥,,,0.13,,,,,,,,,
4739,沒,,,0.13,,,,,,,,,
4740,罅,,,0.13,,,,,,,,,
4741,胼,,,0.13,,,,,,,,,
4742,劵,,,0.13,,,,,,,,,
4743,鞜,,,0.13,,,,,,,,,
4744,闰,,,0.13,,,,,,,,,
4745,挾,,,0.13,,,,,,,,,
4746,珞,,,0.13,,,,,,,,,
4747,豉,,,0.11,,,,,,,,,
4748,鸾,,,0.11,,,,,,,,,
4749,階,,,0.11,,,,,,,,,
4750,帼,,,0.11,,,,,,,,,
4751,刎,,,0.11,,,,,,,,,
4752,惆,,,0.11,,,,,,,,,
4753,莆,,,0.11,,,,,,,,,
4754,韓,,,0.11,,,,,,,,,
4755,骥,,,0.11,,,,,,,,,
4756,怵,,,0.11,,,,,,,,,
4757,椽,,,0.11,,,,,,,,,
4758,荠,,,0.11,,,,,,,,,
4759,捺,,,0.11,,,,,,,,,
4760,蒡,,,0.11,,,,,,,,,
4761,羅,,,0.11,,,,,,,,,
4762,綁,,,0.11,,,,,,,,,
4763,寅,,,0.11,,,,,,,,,
4764,诏,,,0.11,,,,,,,,,
4765,郞,,,0.11,,,,,,,,,
4766,卞,,,0.11,,,,,,,,,
4767,砚,,,0.11,,,,,,,,,
4768,蝻,,,0.11,,,,,,,,,
4769,徕,,,0.11,,,,,,,,,
4770,軟,,,0.11,,,,,,,,,
4771,蹴,,,0.11,,,,,,,,,
4772,佟,,,0.11,,,,,,,,,
4773,麓,,,0.11,,,,,,,,,
4774,潞,,,0.11,,,,,,,,,
4775,箐,,,0.11,,,,,,,,,
4776,齒,,,0.11,,,,,,,,,
4777,胄,,,0.11,,,,,,,,,
4778,朊,,,0.11,,,,,,,,,
4779,蛟,,,0.11,,,,,,,,,
4780,纣,,,0.11,,,,,,,,,
4781,曉,,,0.11,,,,,,,,,
4782,蹙,,,0.11,,,,,,,,,
4783,篠,,,0.11,,,,,,,,,
4784,況,,,0.11,,,,,,,,,
4785,埼,,,0.11,,,,,,,,,
4786,輕,,,0.11,,,,,,,,,
4787,咘,,,0.11,,,,,,,,,
4788,脍,,,0.11,,,,,,,,,
4789,轼,,,0.11,,,,,,,,,
4790,跐,,,0.11,,,,,,,,,
4791,梶,,,0.11,,,,,,,,,
4792,栎,,,0.11,,,,,,,,,
4793,缬,,,0.11,,,,,,,,,
4794,聩,,,0.11,,,,,,,,,
4795,瘆,,,0.11,,,,,,,,,
4796,邵,,,0.11,,,,,,,,,
4797,呲,,,0.11,,,,,,,,,
4798,哏,,,0.11,,,,,,,,,
4799,嘌,,,0.11,,,,,,,,,
4800,熹,,,0.11,,,,,,,,,
4801,肄,,,0.11,,,,,,,,,
4802,尧,,,0.11,,,,,,,,,
4803,掃,,,0.11,,,,,,,,,
4804,偻,,,0.11,,,,,,,,,
4805,耆,,,0.11,,,,,,,,,
4806,競,,,0.11,,,,,,,,,
4807,啻,,,0.11,,,,,,,,,
4808,枱,,,0.11,,,,,,,,,
4809,廋,,,0.11,,,,,,,,,
4810,袄,,,0.11,,,,,,,,,
4811,埚,,,0.11,,,,,,,,,
4812,戍,,,0.11,,,,,,,,,
4813,泾,,,0.11,,,,,,,,,
4814,鹞,,,0.11,,,,,,,,,
4815,阙,,,0.11,,,,,,,,,
4816,啫,,,0.11,,,,,,,,,
4817,褡,,,0.11,,,,,,,,,
4818,囵,,,0.11,,,,,,,,,
4819,婫,,,0.11,,,,,,,,,
4820,坳,,,0.11,,,,,,,,,
4821,衛,,,0.11,,,,,,,,,
4822,鸪,,,0.11,,,,,,,,,
4823,掬,,,0.11,,,,,,,,,
4824,篦,,,0.11,,,,,,,,,
4825,鹧,,,0.11,,,,,,,,,
4826,溝,,,0.11,,,,,,,,,
4827,妪,,,0.11,,,,,,,,,
4828,甾,,,0.11,,,,,,,,,
4829,鳎,,,0.11,,,,,,,,,
4830,毖,,,0.11,,,,,,,,,
4831,坩,,,0.11,,,,,,,,,
4832,朲,,,0.11,,,,,,,,,
4833,袅,,,0.11,,,,,,,,,
4834,伫,,,0.11,,,,,,,,,
4835,拋,,,0.11,,,,,,,,,
4836,暸,,,0.11,,,,,,,,,
4837,嵴,,,0.11,,,,,,,,,
4838,砟,,,0.11,,,,,,,,,
4839,鳝,,,0.11,,,,,,,,,
4840,嘁,,,0.11,,,,,,,,,
4841,掼,,,0.11,,,,,,,,,
4842,誠,,,0.11,,,,,,,,,
4843,嗟,,,0.11,,,,,,,,,
4844,蠹,,,0.11,,,,,,,,,
4845,觸,,,0.11,,,,,,,,,
4846,祯,,,0.11,,,,,,,,,
4847,撘,,,0.09,,,,,,,,,
4848,钎,,,0.09,,,,,,,,,
4849,炷,,,0.09,,,,,,,,,
4850,裇,,,0.09,,,,,,,,,
4851,綿,,,0.09,,,,,,,,,
4852,蹉,,,0.09,,,,,,,,,
4853,汛,,,0.09,,,,,,,,,
4854,粑,,,0.09,,,,,,,,,
4855,狎,,,0.09,,,,,,,,,
4856,痩,,,0.09,,,,,,,,,
4857,镕,,,0.09,,,,,,,,,
4858,跖,,,0.09,,,,,,,,,
4859,紋,,,0.09,,,,,,,,,
4860,渭,,,0.09,,,,,,,,,
4861,滂,,,0.09,,,,,,,,,
4862,黢,,,0.09,,,,,,,,,
4863,眦,,,0.09,,,,,,,,,
4864,錾,,,0.09,,,,,,,,,
4865,炕,,,0.09,,,,,,,,,
4866,旎,,,0.09,,,,,,,,,
4867,娆,,,0.09,,,,,,,,,
4868,锗,,,0.09,,,,,,,,,
4869,泸,,,0.09,,,,,,,,,
4870,髭,,,0.09,,,,,,,,,
4871,铱,,,0.09,,,,,,,,,
4872,诹,,,0.09,,,,,,,,,
4873,脔,,,0.09,,,,,,,,,
4874,塚,,,0.09,,,,,,,,,
4875,無,,,0.09,,,,,,,,,
4876,綾,,,0.09,,,,,,,,,
4877,礒,,,0.09,,,,,,,,,
4878,嗥,,,0.09,,,,,,,,,
4879,丞,,,0.09,,,,,,,,,
4880,鳐,,,0.09,,,,,,,,,
4881,倏,,,0.09,,,,,,,,,
4882,瑢,,,0.09,,,,,,,,,
4883,谘,,,0.09,,,,,,,,,
4884,昴,,,0.09,,,,,,,,,
4885,髌,,,0.09,,,,,,,,,
4886,屣,,,0.09,,,,,,,,,
4887,殄,,,0.09,,,,,,,,,
4888,鳌,,,0.09,,,,,,,,,
4889,蝰,,,0.09,,,,,,,,,
4890,確,,,0.09,,,,,,,,,
4891,歃,,,0.09,,,,,,,,,
4892,罵,,,0.09,,,,,,,,,
4893,祇,,,0.09,,,,,,,,,
4894,愎,,,0.09,,,,,,,,,
4895,鲇,,,0.09,,,,,,,,,
4896,髈,,,0.09,,,,,,,,,
4897,镬,,,0.09,,,,,,,,,
4898,幄,,,0.09,,,,,,,,,
4899,龃,,,0.09,,,,,,,,,
4900,镴,,,0.09,,,,,,,,,
4901,茕,,,0.09,,,,,,,,,
4902,遴,,,0.09,,,,,,,,,
4903,忪,,,0.09,,,,,,,,,
4904,斃,,,0.09,,,,,,,,,
4905,馐,,,0.09,,,,,,,,,
4906,驽,,,0.09,,,,,,,,,
4907,苫,,,0.09,,,,,,,,,
4908,饽,,,0.09,,,,,,,,,
4909,醌,,,0.09,,,,,,,,,
4910,姪,,,0.09,,,,,,,,,
4911,彤,,,0.09,,,,,,,,,
4912,鸸,,,0.09,,,,,,,,,
4913,楂,,,0.09,,,,,,,,,
4914,樫,,,0.09,,,,,,,,,
4915,禹,,,0.09,,,,,,,,,
4916,殚,,,0.09,,,,,,,,,
4917,藜,,,0.09,,,,,,,,,
4918,萸,,,0.09,,,,,,,,,
4919,俪,,,0.09,,,,,,,,,
4920,翟,,,0.09,,,,,,,,,
4921,汩,,,0.09,,,,,,,,,
4922,鬆,,,0.09,,,,,,,,,
4923,瘘,,,0.09,,,,,,,,,
4924,門,,,0.09,,,,,,,,,
4925,绛,,,0.09,,,,,,,,,
4926,谒,,,0.09,,,,,,,,,
4927,噁,,,0.09,,,,,,,,,
4928,擾,,,0.09,,,,,,,,,
4929,荪,,,0.09,,,,,,,,,
4930,髯,,,0.09,,,,,,,,,
4931,燈,,,0.09,,,,,,,,,
4932,绀,,,0.09,,,,,,,,,
4933,豢,,,0.09,,,,,,,,,
4934,喹,,,0.09,,,,,,,,,
4935,轟,,,0.09,,,,,,,,,
4936,義,,,0.09,,,,,,,,,
4937,骻,,,0.09,,,,,,,,,
4938,宦,,,0.09,,,,,,,,,
4939,旖,,,0.09,,,,,,,,,
4940,郸,,,0.09,,,,,,,,,
4941,黒,,,0.09,,,,,,,,,
4942,涝,,,0.09,,,,,,,,,
4943,粼,,,0.09,,,,,,,,,
4944,貘,,,0.09,,,,,,,,,
4945,钨,,,0.09,,,,,,,,,
4946,蟊,,,0.09,,,,,,,,,
4947,骍,,,0.09,,,,,,,,,
4948,槭,,,0.09,,,,,,,,,
4949,蔵,,,0.09,,,,,,,,,
4950,鈦,,,0.09,,,,,,,,,
4951,讫,,,0.09,,,,,,,,,
4952,腈,,,0.09,,,,,,,,,
4953,汨,,,0.09,,,,,,,,,
4954,舢,,,0.09,,,,,,,,,
4955,膠,,,0.09,,,,,,,,,
4956,龉,,,0.09,,,,,,,,,
4957,菡,,,0.09,,,,,,,,,
4958,霖,,,0.09,,,,,,,,,
4959,邯,,,0.09,,,,,,,,,
4960,囟,,,0.09,,,,,,,,,
4961,椌,,,0.09,,,,,,,,,
4962,幂,,,0.09,,,,,,,,,
4963,側,,,0.09,,,,,,,,,
4964,樣,,,0.09,,,,,,,,,
4965,搧,,,0.09,,,,,,,,,
4966,寮,,,0.09,,,,,,,,,
4967,鎳,,,0.09,,,,,,,,,
4968,逵,,,0.09,,,,,,,,,
4969,辊,,,0.06,,,,,,,,,
4970,茗,,,0.06,,,,,,,,,
4971,誰,,,0.06,,,,,,,,,
4972,铋,,,0.06,,,,,,,,,
4973,呋,,,0.06,,,,,,,,,
4974,搖,,,0.06,,,,,,,,,
4975,圡,,,0.06,,,,,,,,,
4976,長,,,0.06,,,,,,,,,
4977,鏽,,,0.06,,,,,,,,,
4978,绥,,,0.06,,,,,,,,,
4979,葉,,,0.06,,,,,,,,,
4980,锔,,,0.06,,,,,,,,,
4981,鲥,,,0.06,,,,,,,,,
4982,鈔,,,0.06,,,,,,,,,
4983,霧,,,0.06,,,,,,,,,
4984,籌,,,0.06,,,,,,,,,
4985,笹,,,0.06,,,,,,,,,
4986,鳢,,,0.06,,,,,,,,,
4987,晌,,,0.06,,,,,,,,,
4988,蠔,,,0.06,,,,,,,,,
4989,缱,,,0.06,,,,,,,,,
4990,稞,,,0.06,,,,,,,,,
4991,孖,,,0.06,,,,,,,,,
4992,靳,,,0.06,,,,,,,,,
4993,咛,,,0.06,,,,,,,,,
4994,蓦,,,0.06,,,,,,,,,
4995,宮,,,0.06,,,,,,,,,
4996,喲,,,0.06,,,,,,,,,
4997,廁,,,0.06,,,,,,,,,
4998,郵,,,0.06,,,,,,,,,
4999,邊,,,0.06,,,,,,,,,
5000,蟄,,,0.06,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
