Number,Chinese,Part,Freq,Difficulty
38363,受灾,"verb, verb with nominal function",6,5
38364,叛党,verb,6,5
38365,口诀,common noun,6,5
38366,古建筑,common noun,6,5
38367,古格,personal name,6,5
38368,叫座,adjective,6,5
38369,叫骂,verb,6,5
38370,可持续性,common noun,6,5
38371,可望,verb,6,5
38372,可望而不可及,verb,6,5
38373,可欺,verb,6,5
38374,台中,place name ,6,5
38375,史学,common noun,6,5
38376,史狄克,personal name,6,5
38377,史盖特,personal name,6,5
38378,史蒂夫西,personal name,6,5
38379,号令,"common noun, verb",6,5
38380,号啕大哭,verb,6,5
38381,叽里咕噜,onomatopoeia,6,5
38382,吃吃喝喝,verb,6,5
38383,吃荤,verb,6,5
38384,各家,pronoun,6,5
38385,各组,pronoun,6,5
38386,各路,pronoun,6,5
38387,合不拢嘴,verb,6,5
38388,合众社,common noun,6,5
38389,合理合法,verb,6,5
38390,吉伯特,personal name,6,5
38391,吉姆·埃里斯,personal name,6,5
38392,吉姆·康明斯,personal name,6,5
38393,吉布提,place name ,6,5
38394,吉拉德,personal name,6,5
38395,吉拉斯,personal name,6,5
38396,吉日,common noun,6,5
38397,吉洙,personal name,6,5
38398,吉瑞米,personal name,6,5
38399,吉瑟拉,personal name,6,5
38400,吉龙,personal name,6,5
38401,同房,verb,6,5
38402,同月,adverb,6,5
38403,同桌,verb,6,5
38404,名剧,common noun,6,5
38405,名厨,common noun,6,5
38406,名车,common noun,6,5
38407,后嗣,common noun,6,5
38408,后防,common noun,6,5
38409,吐字,verb,6,5
38410,吞云吐雾,verb,6,5
38411,含情脉脉,verb,6,5
38412,听任,verb,6,5
38413,听凭,verb,6,5
38414,听差,common noun,6,5
38415,吴知勋,personal name,6,5
38416,告示牌,common noun,6,5
38417,呢帽,common noun,6,5
38418,周平,personal name,6,5
38419,周润发,personal name,6,5
38420,呵斥,verb,6,5
38421,呼应,verb,6,5
38422,和平谈判,fixed expressions,6,5
38423,和易,adjective,6,5
38424,和非,personal name,6,5
38425,咏荷,personal name,6,5
38426,咨文,common noun,6,5
38427,咬合,verb with nominal function,6,5
38428,咽喉炎,common noun,6,5
38429,哄堂大笑,verb,6,5
38430,哈切尔,personal name,6,5
38431,哈奈特,personal name,6,5
38432,哈希米,personal name,6,5
38433,哈拉威,personal name,6,5
38434,哈登布鲁,personal name,6,5
38435,哈维尔·高德龙,personal name,6,5
38436,哈萨克人,other proper noun,6,5
38437,哈里·佛罗诺,personal name,6,5
38438,哈里特,personal name,6,5
38439,哗啦啦,onomatopoeia,6,5
38440,哗然,descriptive,6,5
38441,哥伦,personal name,6,5
38442,哥伦布斯,personal name,6,5
38443,哥利亚,personal name,6,5
38444,哥萨克,other proper noun,6,5
38445,哨音,common noun,6,5
38446,哲钟,personal name,6,5
38447,哲雄,personal name,6,5
38448,哺乳类,common noun,6,5
38449,唐涅格,personal name,6,5
38450,唯唯诺诺,verb,6,5
38451,唱工,common noun,6,5
38452,唱盘,common noun,6,5
38453,商务部,common noun,6,5
38454,喀尔巴阡山脉,place name ,6,5
38455,喀拉,personal name,6,5
38456,善喜,personal name,6,5
38457,善明,personal name,6,5
38458,喉镜,common noun,6,5
38459,喜笑颜开,verb,6,5
38460,喝彩声,common noun,6,5
38461,喷药,verb,6,5
38462,喷薄而出,verb,6,5
38463,嗖嗖,onomatopoeia,6,5
38464,嗦嗦,onomatopoeia,6,5
38465,嘶哑,adjective,6,5
38466,四一,numeral,6,5
38467,四两拨千斤,verb,6,5
38468,四十七,numeral,6,5
38469,四十四,numeral,6,5
38470,四弦琴,personal name,6,5
38471,四百亿,numeral,6,5
38472,回天乏术,verb,6,5
38473,回家来,personal name,6,5
38474,回廊,common noun,6,5
38475,回执,common noun,6,5
38476,回报率,common noun,6,5
38477,回条,common noun,6,5
38478,回赠,verb,6,5
38479,回顾展,common noun,6,5
38480,回马枪,common noun,6,5
38481,围嘴,common noun,6,5
38482,围坐,verb,6,5
38483,围拢,verb,6,5
38484,国务,common noun,6,5
38485,国税,common noun,6,5
38486,国际级,non-predicate adjective,6,5
38487,图帕克,personal name,6,5
38488,图米卡,personal name,6,5
38489,土层,common noun,6,5
38490,圣像,common noun,6,5
38491,圣堂,personal name,6,5
38492,圣弗朗西斯科,personal name,6,5
38493,圣索菲亚,personal name,6,5
38494,圣马丁,personal name,6,5
38495,在业,verb,6,5
38496,在逃犯,common noun,6,5
38497,地下隧道,common noun,6,5
38498,地区性,common noun,6,5
38499,地摊,common noun,6,5
38500,地沟,common noun,6,5
38501,地磁,common noun,6,5
38502,坎波尔,personal name,6,5
38503,坎蒂斯,personal name,6,5
38504,坎迪丝,personal name,6,5
38505,坐定,verb,6,5
38506,坐席,common noun,6,5
38507,坦吉亚,personal name,6,5
38508,坦尼娅,personal name,6,5
38509,坯子,common noun,6,5
38510,垂垂老矣,verb,6,5
38511,型心,common noun,6,5
38512,垫脚,common noun,6,5
38513,埃塔,personal name,6,5
38514,埃塞,non-predicate adjective,6,5
38515,埃尔帕索,personal name,6,5
38516,埃尔默,personal name,6,5
38517,埃尼,personal name,6,5
38518,埃斯库罗斯,personal name,6,5
38519,埃普斯,personal name,6,5
38520,埃特伍德,personal name,6,5
38521,埃米,personal name,6,5
38522,埃米瑞,personal name,6,5
38523,埃西,personal name,6,5
38524,埃迪镇,personal name,6,5
38525,埃里,personal name,6,5
38526,埃里克·怀斯,personal name,6,5
38527,埃里克·马修斯,personal name,6,5
38528,城中,place name ,6,5
38529,基业,common noun,6,5
38530,基克,personal name,6,5
38531,基度,personal name,6,5
38532,基托,personal name,6,5
38533,基数,common noun,6,5
38534,基米,personal name,6,5
38535,基露,personal name,6,5
38536,堵截,verb,6,5
38537,塔吉夫,personal name,6,5
38538,塔图因,personal name,6,5
38539,塔尼娅,personal name,6,5
38540,塔希提,personal name,6,5
38541,塔拉,personal name,6,5
38542,塔拉瓦,place name ,6,5
38543,塔曼,personal name,6,5
38544,塔西蒂,personal name,6,5
38545,塞勒姆,personal name,6,5
38546,塞勒姆盖提,personal name,6,5
38547,塞勒干,personal name,6,5
38548,塞尔克,personal name,6,5
38549,塞尔帕莱罗,personal name,6,5
38550,塞米扬,personal name,6,5
38551,塞缪尔斯,personal name,6,5
38552,增兵,verb,6,5
38553,增量,common noun,6,5
38554,墨克摩,personal name,6,5
38555,墨水瓶,common noun,6,5
38556,壮士,common noun,6,5
38557,声势浩大,verb,6,5
38558,声讯,common noun,6,5
38559,处女地,common noun,6,5
38560,备考,common noun,6,5
38561,复审,"verb, verb with nominal function",6,5
38562,复式,non-predicate adjective,6,5
38563,夏彼得,personal name,6,5
38564,夏福特,personal name,6,5
38565,外交部长,common noun,6,5
38566,外流,"verb, verb with nominal function",6,5
38567,外角,common noun,6,5
38568,多功能,non-predicate adjective,6,5
38569,多如牛毛,verb,6,5
38570,多尔切斯特,personal name,6,5
38571,多巴克,personal name,6,5
38572,多心,adjective,6,5
38573,多明诺,personal name,6,5
38574,多纳尔,personal name,6,5
38575,夜壶,common noun,6,5
38576,夜大,common noun,6,5
38577,夜宿,verb,6,5
38578,夜航,common noun,6,5
38579,大书特书,verb,6,5
38580,大刀阔斧,fixed expressions,6,5
38581,大前天,time word,6,5
38582,大功率,non-predicate adjective,6,5
38583,大卡,classifier,6,5
38584,大器,common noun,6,5
38585,大城市,common noun,6,5
38586,大大咧咧,descriptive,6,5
38587,大帽子,fixed expressions,6,5
38588,大成,common noun,6,5
38589,大村,personal name,6,5
38590,大洲,common noun,6,5
38591,大虫,common noun,6,5
38592,大足,place name ,6,5
38593,大跌,verb,6,5
38594,大面积,"adverb, non-predicate adjective",6,5
38595,大麻哈鱼,common noun,6,5
38596,天军,personal name,6,5
38597,天时,common noun,6,5
38598,天棚,common noun,6,5
38599,太和,other proper noun,6,5
38600,太行,place name ,6,5
38601,夫复,personal name,6,5
38602,失算,verb,6,5
38603,夸口,verb,6,5
38604,夹竹桃,common noun,6,5
38605,夺标,verb,6,5
38606,奇普·约翰逊,personal name,6,5
38607,奇秀,adjective,6,5
38608,奇美拉,personal name,6,5
38609,奇谈,common noun,6,5
38610,奉公守法,verb,6,5
38611,奉基,personal name,6,5
38612,奉承话,common noun,6,5
38613,奉送,verb,6,5
38614,契托,personal name,6,5
38615,契诃夫,personal name,6,5
38616,奕奕,descriptive,6,5
38617,套服,common noun,6,5
38618,套用,verb,6,5
38619,套筒,common noun,6,5
38620,套裙,common noun,6,5
38621,奠基石,common noun,6,5
38622,奥伟,personal name,6,5
38623,奥佳,personal name,6,5
38624,奥克·米·菲,personal name,6,5
38625,奥克利,personal name,6,5
38626,奥吉,personal name,6,5
38627,奥基,personal name,6,5
38628,奥多芙,personal name,6,5
38629,奥尔特加,personal name,6,5
38630,奥尼,personal name,6,5
38631,奥斯力,personal name,6,5
38632,奥斯吉力亚斯,personal name,6,5
38633,奥斯特,personal name,6,5
38634,奥氏,personal name,6,5
38635,奥科塔维欧,personal name,6,5
38636,奥马尔·沙里夫,personal name,6,5
38637,奥黛丽·赫,personal name,6,5
38638,女伶,personal name,6,5
38639,女流,common noun,6,5
38640,好人好事,fixed expressions,6,5
38641,好强,"adjective, adjective with nominal function",6,5
38642,好气,common noun,6,5
38643,好胜心,common noun,6,5
38644,如狼似虎,verb,6,5
38645,妙语连珠,fixed expressions,6,5
38646,妙趣横生,verb,6,5
38647,妮娜,personal name,6,5
38648,妻室,common noun,6,5
38649,始料不及,verb,6,5
38650,姑奶奶,common noun,6,5
38651,姑爷,common noun,6,5
38652,姗姗来迟,verb,6,5
38653,姗迪,personal name,6,5
38654,姜奉求,personal name,6,5
38655,姜黄,common noun,6,5
38656,姬碧,personal name,6,5
38657,威克多尔,personal name,6,5
38658,威奇伯恩,personal name,6,5
38659,威尔·斯坦顿,personal name,6,5
38660,威廉·莎士比亚,personal name,6,5
38661,威德汉,personal name,6,5
38662,威斯康辛,personal name,6,5
38663,威洛,personal name,6,5
38664,娃儿,common noun,6,5
38665,娇气,"adjective, common noun",6,5
38666,娇虎,personal name,6,5
38667,婆罗洲,place name ,6,5
38668,婕婕,personal name,6,5
38669,嫁接,"verb, verb with nominal function",6,5
38670,嫉恨,verb,6,5
38671,存放在,verb,6,5
38672,存款单,common noun,6,5
38673,存活率,common noun,6,5
38674,孙博石,personal name,6,5
38675,孝利,personal name,6,5
38676,孟德尔,personal name,6,5
38677,学堂,common noun,6,5
38678,宁死不屈,verb,6,5
38679,守真,personal name,6,5
38680,安全线,common noun,6,5
38681,安利,other proper noun,6,5
38682,安塔雷,personal name,6,5
38683,安妮克,personal name,6,5
38684,安娜·米勒,personal name,6,5
38685,安娜·里弗斯,personal name,6,5
38686,安歇,verb,6,5
38687,安永,personal name,6,5
38688,安特怀恩,personal name,6,5
38689,安莫,personal name,6,5
38690,安达曼群岛,place name ,6,5
38691,宋洙,personal name,6,5
38692,宗英,personal name,6,5
38693,宙依,personal name,6,5
38694,定位仪,common noun,6,5
38695,定心丸,common noun,6,5
38696,宝兰,personal name,6,5
38697,实景,common noun,6,5
38698,客官,common noun,6,5
38699,客座教授,common noun,6,5
38700,客气话,common noun,6,5
38701,客货,common noun,6,5
38702,客运,common noun,6,5
38703,宣花,personal name,6,5
38704,宫内,directional locality,6,5
38705,宫本,personal name,6,5
38706,家什,common noun,6,5
38707,家信,common noun,6,5
38708,家史,common noun,6,5
38709,家家户户,fixed expressions,6,5
38710,家用电器,fixed expressions,6,5
38711,家访,"verb, verb with nominal function",6,5
38712,容积,common noun,6,5
38713,宾士,personal name,6,5
38714,寄售,verb with nominal function,6,5
38715,寄生物,common noun,6,5
38716,寄送,verb,6,5
38717,密告,verb,6,5
38718,寒意,common noun,6,5
38719,寒气,common noun,6,5
38720,寒流,common noun,6,5
38721,寡不敌众,verb,6,5
38722,寡言,adjective,6,5
38723,对弈,verb,6,5
38724,对此,"adverb, fixed expressions",6,5
38725,对比度,common noun,6,5
38726,对角,common noun,6,5
38727,对角线,common noun,6,5
38728,对证,verb with nominal function,6,5
38729,寻短见,verb,6,5
38730,寿枝,personal name,6,5
38731,封信,personal name,6,5
38732,封套,common noun,6,5
38733,尊容,common noun,6,5
38734,小写,common noun,6,5
38735,小半,numeral,6,5
38736,小娜莉,personal name,6,5
38737,小宝,personal name,6,5
38738,小家子气,common noun,6,5
38739,小报告,common noun,6,5
38740,小日子,common noun,6,5
38741,小本生意,fixed expressions,6,5
38742,小杰米,personal name,6,5
38743,小棚,common noun,6,5
38744,小池,personal name,6,5
38745,小清,personal name,6,5
38746,小玄,personal name,6,5
38747,小苏,personal name,6,5
38748,小萝卜,common noun,6,5
38749,小规模,adverb,6,5
38750,小试牛刀,verb,6,5
38751,小诚,personal name,6,5
38752,小飞侠,personal name,6,5
38753,尔格,classifier,6,5
38754,尚且,conjunction,6,5
38755,尚银,personal name,6,5
38756,尤卡坦,personal name,6,5
38757,尤瑟·潘达,personal name,6,5
38758,尤里·奥洛夫,personal name,6,5
38759,尤金尼奥,personal name,6,5
38760,尼·肖,personal name,6,5
38761,尼亚,personal name,6,5
38762,尼克·哈特曼,personal name,6,5
38763,尼加拉,personal name,6,5
38764,尼特,personal name,6,5
38765,尿血,verb,6,5
38766,居中,verb,6,5
38767,屋大维·凯撒,personal name,6,5
38768,屠戮,verb,6,5
38769,山东,place name ,6,5
38770,山前,space word,6,5
38771,山岭,common noun,6,5
38772,山达基,personal name,6,5
38773,山默尔,personal name,6,5
38774,岂能,verb,6,5
38775,崇辉,personal name,6,5
38776,崔秀珍,personal name,6,5
38777,崔茜,personal name,6,5
38778,巡逻艇,common noun,6,5
38779,工党,common noun,6,5
38780,工装裤,common noun,6,5
38781,巧取豪夺,verb,6,5
38782,巧夺天工,verb,6,5
38783,差价,common noun,6,5
38784,差役,common noun,6,5
38785,巴克纳,personal name,6,5
38786,巴士底狱,common noun,6,5
38787,巴尼斯,personal name,6,5
38788,巴布亚,personal name,6,5
38789,巴拿马城,place name ,6,5
38790,巴特利,personal name,6,5
38791,巴特梅,personal name,6,5
38792,巴班,personal name,6,5
38793,巴瑞特,personal name,6,5
38794,巴贝鲁斯,personal name,6,5
38795,巴里·博姆,personal name,6,5
38796,巴雷特,personal name,6,5
38797,巴鲁,personal name,6,5
38798,市中区,space word,6,5
38799,市侩,common noun,6,5
38800,市场经济,common noun,6,5
38801,市容,common noun,6,5
38802,布兰尼,personal name,6,5
38803,布宜,personal name,6,5
38804,布拉斯,other proper noun,6,5
38805,布福德,personal name,6,5
38806,布里恩,personal name,6,5
38807,布里桑,personal name,6,5
38808,布隆克霍斯特,personal name,6,5
38809,布鲁托斯,personal name,6,5
38810,布鲁斯韦恩,personal name,6,5
38811,布鲁温,personal name,6,5
38812,师弟,common noun,6,5
38813,师部,common noun,6,5
38814,希克斯,personal name,6,5
38815,希姆,personal name,6,5
38816,希姆思,personal name,6,5
38817,希拉里·克林顿,personal name,6,5
38818,希达哥,personal name,6,5
38819,希雯,personal name,6,5
38820,帕兰汀,personal name,6,5
38821,帕尼尼,personal name,6,5
38822,帕布鲁,personal name,6,5
38823,帕斯特,personal name,6,5
38824,帕柯,personal name,6,5
38825,帕森斯,personal name,6,5
38826,帕特森,personal name,6,5
38827,帕特里克·肯奇,personal name,6,5
38828,帕皮,personal name,6,5
38829,帕美艾丽,personal name,6,5
38830,帕萨迪,personal name,6,5
38831,帕萨迪纳市,personal name,6,5
38832,带状,common noun,6,5
38833,带电,"verb, verb with nominal function",6,5
38834,常任,non-predicate adjective,6,5
38835,常数,common noun,6,5
38836,常田,personal name,6,5
38837,常绿树,common noun,6,5
38838,干妈,common noun,6,5
38839,干裂,verb,6,5
38840,干饭,common noun,6,5
38841,平山,place name ,6,5
38842,平成,personal name,6,5
38843,平滑肌,common noun,6,5
38844,平移,verb with nominal function,6,5
38845,并行,"verb, verb with nominal function",6,5
38846,幸惠,personal name,6,5
38847,幼时,common noun,6,5
38848,幽雅,adjective,6,5
38849,幽魂,common noun,6,5
38850,广度,common noun,6,5
38851,广播员,common noun,6,5
38852,庄稼地,common noun,6,5
38853,庆熙,personal name,6,5
38854,库斯,personal name,6,5
38855,康佳,other proper noun,6,5
38856,康保,place name ,6,5
38857,康奈利,personal name,6,5
38858,康巴,personal name,6,5
38859,康斯坦丝,personal name,6,5
38860,康民,personal name,6,5
38861,庸庸碌碌,descriptive,6,5
38862,延年益寿,fixed expressions,6,5
38863,建房,verb,6,5
38864,开拔,verb,6,5
38865,开锅,verb,6,5
38866,弊病,common noun,6,5
38867,引人瞩目,verb,6,5
38868,引以为戒,verb,6,5
38869,弗兰则斯,personal name,6,5
38870,弗列迪,personal name,6,5
38871,弗劳福,personal name,6,5
38872,弗吉,personal name,6,5
38873,弗妮斯,personal name,6,5
38874,弗尔曼,personal name,6,5
38875,弗德曼,personal name,6,5
38876,弗斯鲁,personal name,6,5
38877,弗朗西斯·奥密特,personal name,6,5
38878,弗洛,personal name,6,5
38879,弗洛伊,personal name,6,5
38880,弗里斯科,personal name,6,5
38881,弗雷多,personal name,6,5
38882,张氏,personal name,6,5
38883,弥足珍贵,fixed expressions,6,5
38884,弧形,common noun,6,5
38885,弯弯曲曲,descriptive,6,5
38886,弹无虚发,fixed expressions,6,5
38887,强弱,common noun,6,5
38888,强攻,verb,6,5
38889,强逼,verb,6,5
38890,归途,common noun,6,5
38891,当家的,common noun,6,5
38892,录放机,common noun,6,5
38893,彩头,common noun,6,5
38894,彩笔,common noun,6,5
38895,影侠,personal name,6,5
38896,彼得·哈克,personal name,6,5
38897,彼得·麦克马那斯,personal name,6,5
38898,征调,verb,6,5
38899,径自,adverb,6,5
38900,径赛,common noun,6,5
38901,待价而沽,verb,6,5
38902,徐英卿,personal name,6,5
38903,徐银玲,personal name,6,5
38904,得悉,verb,6,5
38905,德兰尼,personal name,6,5
38906,德加,personal name,6,5
38907,德威特,personal name,6,5
38908,德尔加多,personal name,6,5
