Name,Chinese,Pinyin,English,
5199,急难险重,jí nàn xiǎn zhòng,urgent and challenging tasks,
5200,微不足道,wēi bù zú dào,trivial,
5201,正儿八经,zhèng ér bā jīng,serious and proper,
5202,素昧平生,sù mèi píng shēng,strangers to each other,
5203,打情骂俏,dǎ qíng mà qiào,flirt,
5204,隔三差五,gé sān chà wǔ,every now and then,
5205,深思熟虑,shēn sī shú lǜ,thoroughly consider,
5206,恰到好处,qià dào hǎo chù,just right,
5207,撩开,liāo kāi,lift or open,
5208,偷窥,tōu kuī,peep,
5209,旭日,xù rì,rising sun,
5210,消逝,xiāo shì,disappear,
5211,挑衅,tiǎo xìn,provoke,
5212,了结,liǎo jié,settle,
5213,榴弹,liú dàn,grenade,
5214,牛粪,niú fèn,cow dung,
5215,凌迅,líng xùn,first melt,
5216,烈士,liè shì,martyr,
5217,霏霏,fēi fēi,drizzling,
5218,植被,zhí bèi,vegetation,
5219,窑洞,yáo dòng,cave dwelling,
5220,俺们,ǎn men,we (dialect),
5221,鲜艳,xiān yàn,bright and colorful,
5222,不堪,bù kān,unbearable,
5223,国籍,guó jí,nationality,
5224,简陋,jiǎn lòu,crude,
5225,土坯,tǔ pī,earthen brick,
5226,锄头,chú tóu,hoe,
5227,炊具,chuī jù,cooking utensils,
5228,燕窝,yàn wō,bird's nest,
5229,迁徙,qiān xǐ,migrate,
5230,筑巢,zhù cháo,build a nest,
5231,树丛,shù cóng,grove,
5232,总裁,zǒng cái,president (of a company),
5233,话匣子,huà xiá zi,chatterbox,
5234,触礁,chù jiāo,run aground,
5235,黏稠度,nián chóu dù,viscosity,
5236,沥青,lì qīng,asphalt,
5237,洗涤,xǐ dí,wash,
5238,截瘫,jié tān,paraplegia,
5239,勘探,kān tàn,prospecting,
5240,庄园,zhuāng yuán,manor,
5241,白垩纪,bái è jì,Cretaceous,
5242,帆船,fán chuán,sailing boat,
5243,颠簸,diān bǒ,bumpy,
5244,寄予厚望,jì yǔ hòu wàng,place high hopes,
5245,濒死,bīn sǐ,near death,
5246,昆虫,kūn chóng,insect,
5247,甲虫,jiǎ chóng,beetle,
5248,索然,suǒ rán,dull,
5249,铁锹,tiě qiāo,shovel,
5250,刁难,diāo nàn,make things difficult,
5251,明信片,míng xìn piàn,postcard,
5252,争执,zhēng zhí,argue,
5253,蚕食,cán shí,erode,
5254,斧子,fǔ zi,axe,
5255,颁布,bān bù,promulgate,
5256,耕地,gēng dì,arable land,
5257,不动产,bù dòng chǎn,real estate,
5258,营造,yíng zào,build,
5259,签署,qiān shǔ,sign,
5260,议定书,yì dìng shū,protocol,
5261,萌芽,méng yá,germinate,
5262,濒危,bīn wēi,endangered,
5263,咫尺,zhǐ chǐ,close at hand,
5264,游丝,yóu sī,drifting thread,
5265,草坪,cǎo píng,lawn,
5266,甲板,jiǎ bǎn,deck,
5267,庄重,zhuāng zhòng,dignified,
5268,波涛,bō tāo,waves,
5269,墨鱼,mò yú,cuttlefish,
5270,棍子,gùn zi,stick,
5271,人行道,rén xíng dào,sidewalk,
5272,加油站,jiā yóu zhàn,gas station,
5273,不至于,bù zhì yú,not to the extent,
5274,榴莲,liú lián,durian,
5275,番石榴,fān shí liú,guava,
5276,异化,yì huà,alienation,
5277,贫乏,pín fá,lacking,
5278,激进,jī jìn,radical,
5279,铭刻,míng kè,engrave,
5280,恰当,qià dàng,appropriate,
5281,触角,chù jiǎo,antenna,
5282,招募,zhāo mù,recruit,
5283,演绎,yǎn yì,deduce,
5284,摇篮,yáo lán,cradle,
5285,弥合裂痕,mí hé liè hén,bridge the gap,
5286,欲望,yù wàng,desire,
5287,心悸,xīn jì,palpitation,
5288,截留,jié liú,intercept,
5289,袒露,tǎn lù,reveal,
5290,皈依,guī yī,convert,
5291,湮灭,yān miè,annihilation,
5292,漏斗,lòu dǒu,funnel,
5293,芯片,xīn piàn,chip,
5294,撮合,cuō hé,matchmake,
5295,容纳,róng nà,accommodate,
5296,吝啬,lìn sè,stingy,
5297,拣选,jiǎn xuǎn,select,
5298,雪茄,xuě jiā,cigar,
5299,徐徐,xú xú,slowly,
5300,鄙夷,bǐ yí,despise,
5301,运河,yùn hé,canal,
5302,惊动,jīng dòng,alarm,
5303,夺取,duó qǔ,seize,
5304,穿梭,chuān suō,shuttle,
5305,损坏,sǔn huài,damage,
5306,潜伏,qián fú,lurk,
5307,游荡,yóu dàng,roam,
5308,袭击,xí jī,attack,
5309,加捻,jiā niǎn,twist,
5310,列车,liè chē,train,
5311,车厢,chē xiāng,carriage,
5312,容忍,róng rěn,tolerate,
5313,怯生生,qiè shēng shēng,timid,
5314,整齐,zhěng qí,neat,
5315,揣手,chuāi shǒu,put hands in pockets,
5316,垫片,diàn piàn,gasket,
5317,船闸,chuán zhá,ship lock,
5318,牵引,qiān yǐn,pull,
5319,石墩,shí dūn,stone pier,
5320,异国他乡,yì guó tā xiāng,foreign land,
5321,开凿,kāi záo,excavate,
5322,运输船,yùn shū chuán,cargo ship,
5323,船舶,chuán bó,vessels,
5324,铰链,jiǎo liàn,hinge,
5325,古筝,gǔ zhēng,guzheng (instrument),
5326,闲逛,xián guàng,stroll,
5327,利索,lì suo,nimble,
5328,失忆症,shī yì zhèng,amnesia,
5329,敷衍,fū yǎn,perfunctory,
5330,唠叨,láo dao,nag,
5331,王八蛋,wáng bā dàn,scoundrel,
5332,迹象,jì xiàng,sign,
5333,险些,xiǎn xiē,almost,
5334,僵硬,jiāng yìng,stiff,
5335,马达,mǎ dá,motor,
5336,转子,zhuàn zǐ,rotor,
5337,扳手,bān shǒu,wrench,
5338,轴承,zhóu chéng,bearing,
5339,绊倒,bàn dǎo,trip,
5340,隐蔽,yǐn bì,hide,
5341,色彩斑斓,sè cǎi bān lán,colorful,
5342,残骸,cán hái,wreckage,
5343,克服,kè fú,overcome,
5344,朝霞,zhāo xiá,morning glow,
5345,昌明,chāng míng,prosperous,
5346,冒昧,mào mèi,presumptuous,
5347,祖父,zǔ fù,grandfather,
5348,卑微,bēi wēi,humble,
5349,寂寥,jì liáo,lonely,
5350,和煦,hé xù,warm,
5351,焚烧,fén shāo,burn,
5352,有机,yǒu jī,organic,
5353,延迟,yán chí,delay,
5354,引诱,yǐn yòu,tempt,
5355,枯竭,kū jié,depleted,
5356,甄别,zhēn bié,screen,
5357,安定,ān dìng,stable,
5358,渺茫,miǎo máng,slim,
5359,涵义,hán yì,implication,
5360,狩猎,shòu liè,hunt,
5361,整齐划一,zhěng qí huá yī,uniform and orderly,
5362,意气风发,yì qì fēng fā,high-spirited and vigorous,
5363,穷乡僻壤,qióng xiāng pì rǎng,remote and desolate areas,
5364,坚定不移,jiān dìng bù yí,firm and unshakable,
5365,双喜临门,shuāng xǐ lín mén,double blessings,
5366,热火朝天,rè huǒ cháo tiān,bustling with activity,
5367,销声匿迹,xiāo shēng nì jì,disappear without a trace,
5368,似曾相识,sì céng xiāng shí,seemingly familiar,
5369,铁板一块,tiě bǎn yī kuài,unified and unyielding,
5370,不谙世事,bù ān shì shì,unacquainted with worldly affairs,
5371,两全其美,liǎng quán qí měi,benefit both sides,
5372,兵戎相见,bīng róng xiāng jiàn,meet in armed conflict,
5373,苟且偷生,gǒu qiě tōu shēng,live ignobly and seek survival at all costs,
5374,燎原之势,liáo yuán zhī shì,spreading like wildfire,
5375,摸爬滚打,mō pá gǔn dǎ,go through trials and tribulations,
5376,尽收眼底,jìn shōu yǎn dǐ,take in the entire scene,
5377,全神贯注,quán shén guàn zhù,fully focused,
5378,风调雨顺,fēng tiáo yǔ shùn,favorable weather for farming,
5379,付之一炬,fù zhī yī jù,set on fire and destroy,
5380,娇生惯养,jiāo shēng guàn yǎng,pampered and spoiled,
5381,例行公事,lì xíng gōng shì,routine work,
5382,弄巧成拙,nòng qiǎo chéng zhuō,outsmart oneself,
5383,众目睽睽,zhòng mù kuí kuí,in full view of everyone,
5384,不堪一击,bù kān yī jī,too fragile to withstand a single blow,
5385,骷髅,kū lóu,skeleton,
5386,患者,huàn zhě,patient,
5387,简直是,jiǎn zhí shì,simply is,
5388,光泽,guāng zé,luster,
5389,船坞,chuán wù,dock,
5390,镊子,niè zi,tweezers,
5391,蚀刻,shí kè,etch,
5392,磐石,pán shí,rock-solid foundation,
5393,立方体,lì fāng tǐ,cube,
5394,锥体,zhuī tǐ,cone,
5395,席卷,xí juǎn,sweep over,
5396,理会,lǐ huì,pay attention to,
5397,类比,lèi bǐ,analogy,
5398,浩渺,hào miǎo,vast and boundless,
5399,缤纷,bīn fēn,dazzling and colorful,
5400,掩蔽,yǎn bì,cover or conceal,
5401,觉悟,jué wù,realize or awaken,
5402,奇点,qí diǎn,singularity,
5403,嘲讽,cháo fěng,mock or ridicule,
5404,饶有兴趣,ráo yǒu xìng qù,very interesting,
5405,电荷,diàn hè,electric charge,
5406,衰变,shuāi biàn,decay,
5407,渲染,xuàn rǎn,render or exaggerate,
5408,坦然,tǎn rán,calm and composed,
5409,歧途,qí tú,wrong path,
5410,穷尽,qióng jìn,exhaust,
5411,褶皱,zhě zhòu,wrinkle or fold,
5412,晃动,huàng dòng,swing or shake,
5413,洞窟,dòng kū,cave,
5414,辐条,fú tiáo,spoke (of a wheel),
5415,逼近,bī jìn,close in on,
5416,冒烟,mào yān,emit smoke,
5417,遵循,zūn xún,follow,
5418,汲取,jí qǔ,draw or absorb,
5419,违反,wéi fǎn,violate,
5420,牢固,láo gù,sturdy or secure,
5421,靠拢,kào lǒng,move closer,
5422,乳胶,rǔ jiāo,latex,
5423,窥见,kuī jiàn,catch a glimpse of,
5424,中断,zhōng duàn,interrupt,
5425,熵,shāng,entropy,
5426,颓废,tuí fèi,decadent or disheartened,
5427,拽,zhuài,pull or drag,
5428,田埂,tián gěng,ridge between fields,
5429,赶走,gǎn zǒu,drive away,
5430,瓢虫,piáo chóng,ladybug,
5431,竭尽,jié jìn,do one's utmost,
5432,产卵,chǎn luǎn,lay eggs,
5433,搀扶,chān fú,support by the arm,
5434,怜惜,lián xī,feel pity or compassion,
5435,湛蓝,zhàn lán,deep blue,
5436,藤蔓,téng màn,vine,
5437,丛生,cóng shēng,grow thickly,
5438,眺望,tiào wàng,look far into the distance,
5439,琴弦,qín xián,instrument string,
5440,仁慈,rén cí,benevolence or mercy,
5441,羔羊,gāo yáng,lamb,
5442,菩萨,pú sà,Bodhisattva,
5443,准则,zhǔn zé,guideline or principle,
5444,记叙,jì xù,narrate,
5445,保质期,bǎo zhì qī,shelf life,
5446,腰果,yāo guǒ,cashew,
5447,撒花,sǎ huā,sprinkle flowers (celebrate),
5448,落枕,lào zhěn,stiff neck,
5449,遐想,xiá xiǎng,reverie or daydream,
5450,觅食,mì shí,forage for food,
5451,触须,chù xū,tentacle,
5452,植株,zhí zhū,plant,
5453,直角,zhí jiǎo,right angle,
5454,耸立,sǒng lì,tower over,
5455,峭壁,qiào bì,cliff,
5456,沟槽,gōu cáo,groove or trench,
5457,垂直,chuí zhí,vertical,
5458,蚁后,yǐ hòu,queen ant,
5459,节哀,jié āi,condolences,
5460,浮躁,fú zào,impetuous,
5461,瞳仁,tóng rén,pupil (of the eye),
5462,昭示,zhāo shì,announce or demonstrate,
5463,欧氏几何,ōu shì jǐ hé,Euclidean geometry,
5464,迷宫,mí gōng,maze or labyrinth,
5465,终身,zhōng shēn,lifelong,
5466,蝈蝈,guō guo,grasshopper,
5467,蚁穴,yǐ xué,ant nest,
5468,缎带,duàn dài,ribbon,
5469,船舷,chuán xián,ship’s side,
5470,嘱咐,zhǔ fù,urge or exhort,
5471,装扮,zhuāng bàn,dress up,
5472,鱼缸,yú gāng,fish tank,
5473,捕捞,bǔ lāo,catch fish,
5474,渔船,yú chuán,fishing boat,
5475,工艺,gōng yì,craft or workmanship,
5476,污迹,wū jì,stain or smudge,
5477,近海,jìn hǎi,offshore,
5478,编队,biān duì,formation (military or naval),
5479,驱逐舰,qū zhú jiàn,destroyer (warship),
5480,补给,bǔ jǐ,supplies or replenishment,
5481,岳父,yuè fù,father-in-law,
5482,交错,jiāo cuò,interlaced or crisscross,
5483,沧桑,cāng sāng,changes over time,
5484,要塞,yào sài,fortress,
5485,脚手架,jiǎo shǒu jià,scaffolding,
5486,称职,chèng zhí,competent,
5487,防范,fáng fàn,take precautions,
5488,机要,jī yào,top-secret or confidential,
5489,枚,méi,measure word for small objects,
5490,孵化,fū huà,hatch,
5491,圆柱体,yuán zhù tǐ,cylinder,
5492,中止,zhōng zhǐ,suspend or terminate,
5493,拦截,lán jié,intercept,
5494,嘀嘀嗒嗒,dī dī tā tā,tick-tock (sound),
5495,协调员,xié tiáo yuán,coordinator,
5496,惹事,rě shì,stir up trouble,
5497,恭维,gōng wéi,compliment,
5498,等着瞧,děng zhe qiáo,wait and see,
5499,作秀,zuò xiù,show off,
5500,后续,hòu xù,follow-up,
5501,拆迁户,chāi qiān hù,relocated household,
5502,甜腻,tián nì,overly sweet,
5503,充实,chōng shí,enrich or fulfill,
5504,陵园,líng yuán,mausoleum or cemetery,
5505,擤鼻涕,xǐng bí tì,blow one's nose,
5506,衰竭,shuāi jié,failure,
5507,不搭理,bù dā lǐ,ignore,
5508,融洽,róng qià,harmonious,
5509,交涉,jiāo shè,negotiate,
5510,墓穴,mù xué,tomb,
5511,遗漏,yí lòu,omit,
5512,太阳穴,tài yáng xué,temple (part of the head),
5513,召唤,zhào huàn,summon,
5514,凄冷,qī lěng,chilly,
5515,尼古丁,ní gǔ dīng,nicotine,
5516,间隙,jiàn xì,gap,
5517,哽咽,gěng yè,choke with sobs,
5518,文本,wén běn,text,
5519,埋伏,mái fú,ambush,
5520,照样,zhào yàng,just as before,
5521,厌恶,yàn wù,detest,
5522,详尽,xiáng jìn,detailed,
5523,付诸,fù zhū,put into (action),
5524,进而,jìn ér,further,
5525,委婉,wěi wǎn,tactful,
5526,忠诚,zhōng chéng,loyal,
5527,浩瀚,hào hàn,vast,
5528,文艺复兴,wén yì fù xīng,Renaissance,
5529,说服,shuō fú,persuade,
5530,帷幔,wéi màn,curtain,
5531,徽章,huī zhāng,badge,
5532,体积,tǐ jī,volume,
5533,储蓄,chǔ xù,savings,
5534,促成,cù chéng,facilitate,
5535,无偿,wú cháng,free of charge,
5536,倡导者,chàng dǎo zhě,advocate,
5537,诉讼,sù sòng,lawsuit,
5538,专利,zhuān lì,patent,
5539,推辞,tuī cí,decline,
5540,仅次于,jǐn cì yú,second only to,
5541,致使,zhì shǐ,cause,
5542,受挫,shòu cuò,frustrated,
5543,知晓,zhī xiǎo,know,
5544,财主,cái zhǔ,landlord,
5545,活该,huó gāi,deserve it,
5546,独处,dú chǔ,be alone,
5547,部署,bù shǔ,deploy,
5548,迂回,yū huí,circuitous,
5549,世代,shì dài,generations,
5550,争端,zhēng duān,dispute,
5551,费米,fèi mǐ,Fermi,
5552,悖论,bèi lùn,paradox,
5553,竭力,jié lì,do one's best,
5554,诚恳,chéng kěn,sincere,
5555,避暑,bì shǔ,escape the summer heat,
5556,利润,lì rùn,profit,
5557,罢休,bà xiū,give up,
5558,曾孙,zēng sūn,great-grandson,
5559,闹笑话,nào xiào huà,make a fool of oneself,
5560,发售,fā shòu,release (for sale),
5561,勒马,lē mǎ,rein in the horse,
5562,赶紧,gǎn jǐn,hurry,
5563,囔囔,nāng nāng,mumble,
5564,诉说,sù shuō,tell,
5565,手帕,shǒu pà,handkerchief,
5566,擦拭,cā shì,wipe,
5567,净化,jìng huà,purify,
5568,本事,běn shi,skill,
5569,淋浴,lín yù,shower,
5570,曼妙,màn miào,graceful,
5571,昵称,nì chēng,nickname,
5572,梳子,shū zi,comb,
5573,惬意,qiè yì,pleasant,
5574,德性,dé xing,character,
5575,不屑于,bù xiè yú,disdain,
5576,恋尸癖,liàn shī pǐ,necrophilia,
5577,赤裸裸,chì luǒ luǒ,bare,
5578,诺亚方舟,nuò yà fāng zhōu,Noah’s Ark,
5579,忒损,tuī sǔn,mean,
5580,搜缴,sōu jiǎo,confiscate,
5581,大宪章,dà xiàn zhāng,Magna Carta,
5582,三六九等,sān liù jiǔ děng,all sorts of people,
5583,火箭,huǒ jiàn,rocket,
5584,女主特人,nǚ zhǔ tè rén,female protagonist,
5585,顽抗,wán kàng,resist,
5586,消防栓,xiāo fáng shuān,fire hydrant,
5587,迎头,yíng tóu,head-on,
5588,保险杠,bǎo xiǎn gàng,car bumper,
5589,分娩室,fēn miǎn shì,maternal delivery room,
5590,磨蚀,mó shí,erosion,
5591,修复,xiū fù,repair,
5592,压倒,yā dǎo,overwhelm,
5593,动荡,dòng dàng,turbulence,
5594,发愁,fā chóu,worry,
5595,口哨,kǒu shào,whistle,
5596,暧昧,ài mèi,ambiguously romantic relationship,
5597,抖落,dǒu luò,shake off,
5598,嫩主,nèn zhǔ,inexperienced leader,
5599,湊合,còu hé,make do,
5600,光輝,guāng huī,radiance,
5601,见习,jiàn xí,intern,
5602,余晖,yú huī,afterglow,
5603,舰首,jiàn shǒu,bow (of a ship),
5604,浪谷,làng gǔ,trough (of waves),
5605,泡沫,pào mò,foam,
5606,帽檐,mào yán,brim (of a hat),
5607,预警,yù jǐng,early warning,
5608,晦气,huì qì,bad luck,
5609,制胜,zhì shèng,win,
5610,阿根廷,ā gēn tíng,Argentina,
5611,诸如,zhū rú,such as,
5612,在行,zài háng,good at,
5613,愈演愈烈,yù yǎn yù liè,increasing in intensity,
5614,栩栩如生,xǔ xǔ rú shēng,vivid and lifelike,
5615,多愁善感,duō chóu shàn gǎn,overly sentimental,
5616,若有所思,ruò yǒu suǒ sī,lost in thought,
5617,慈眉善目,cí méi shàn mù,kind-looking,
5618,忽略不计,hū lüè bù jì,to ignore entirely,
5619,胸无大志,xiōng wú dà zhì,unambitious,
5620,毫发无损,háo fà wú sǔn,unscathed,
5621,一览无遗,yī lǎn wú yí,with nothing left unseen,
5622,心领神会,xīn lǐng shén huì,to understand tacitly,
5623,高瞻远瞩,gāo zhān yuǎn zhǔ,with foresight,
5624,面红耳赤,miàn hóng ěr chì,florid with embarrassment or anger,
5625,一扫而光,yī sǎo ér guāng,sweep away completely,
5626,掩面而泣,yǎn miàn ér qì,cover one's face and weep,
5627,自作多情,zì zuò duō qíng,unreciprocated affection,
5628,分崩离析,fēn bēng lí xī,fall apart and scatter,
5629,鸡同鸭讲,jī tóng yā jiǎng,talk at cross purposes,
5630,轩然大波,xuān rán dà bō,huge controversy,
5631,天经地义,tiān jīng dì yì,morally right and proper,
5632,断子绝孙,duàn zǐ jué sūn,leave no descendants,
5633,刻不容缓,kè bù róng huǎn,urgent and pressing,
5634,每况愈下,měi kuàng yù xià,go from bad to worse,
5635,生生不息,shēng shēng bù xī,continual and endless,
5636,扶正祛邪,fú zhèng qū xié,support the good and dispel evil,
5637,皓首穷经,hào shǒu qióng jīng,study diligently into old age,
5638,挨家挨户,āi jiā āi hù,door to door,
5639,唯利是图,wéi lì shì tú,seeking profit only,
5640,只言片语,zhǐ yán piàn yǔ,a few words,
5641,节外生枝,jié wài shēng zhī,complicate matters,
5642,婆婆妈妈,pó po mā mā,fussy and nagging,
5643,手拿把攥,shǒu ná bǎ zuàn,firmly grasped,
5644,兴趣盎然,xìng qù àng rán,full of interest,
5645,良田万顷,liáng tián wàn qǐng,vast fertile land,
5646,鱼贯而出,yú guàn ér chū,file out one by one,
5647,知己知彼,zhī jǐ zhī bǐ,know yourself and your enemy,
5648,八竿子打不着,bā gān zi dǎ bù zháo,irrelevant or unrelated,
5649,螳螂,táng láng,praying mantis,
5650,利透,lì tòu,razor-sharp,
5651,窟窿,kū long,hole,
5652,攫取,jué qǔ,seize,
5653,话头,huà tóu,topic of conversation,
5654,城府,chéng fǔ,depth of character,
5655,随和,suí hé,amiable,
5656,格栅,gé shān,grating,
5657,栓绑,shuān bǎng,tie up,
5658,牢牢,láo láo,firmly,
5659,簿记,bù jì,bookkeeping,
5660,倦容,juàn róng,tired expression,
5661,到职,dào zhí,assume office,
5662,兼管,jiān guǎn,dual responsibility,
5663,顾及,gù jí,take into account,
5664,包涵,bāo hán,forgive,
5665,悬殊,xuán shū,huge disparity,
5666,不为过,bù wéi guò,not too much,
5667,高估,gāo gū,overestimate,
5668,肩负,jiān fù,shoulder (a responsibility),
5669,伊始,yī shǐ,beginning,
5670,偏执症,piān zhí zhèng,paranoia,
5671,多疑,duō yí,suspicious,
5672,畏惧,wèi jù,fear,
5673,牵手,qiān shǒu,hold hands,
5674,寻开心,xún kāi xīn,tease,
5675,踩奶,cǎi nǎi,knead (like kittens),
5676,低吟,dī yín,soft murmur,
5677,主观,zhǔ guān,subjective,
5678,客观,kè guān,objective,
5679,能动性,néng dòng xìng,initiative,
5680,思潮,sī cháo,ideological trend,
5681,尤为,yóu wéi,especially,
5682,消极,xiāo jí,negative,
5683,取决于,qǔ jué yú,depend on,
5684,楼阁,lóu gé,pavilion,
5685,镇静,zhèn jìng,calm,
5686,情结,qíng jié,complex (psychological),
5687,振作,zhèn zuò,cheer up,
5688,属实,shǔ shí,TRUE,
5689,服役,fú yì,serve in the military,
5690,忧患意识,yōu huàn yì shí,sense of crisis,
5691,心扉,xīn fēi,heart,
5692,接踵,jiē zhǒng,follow one after another,
5693,资历,zī lì,qualifications,
5694,椰蓉,yē róng,coconut shreds,
5695,业余,yè yú,amateur,
5696,版税,bǎn shuì,royalty,
5697,谈不上,tán bú shàng,can’t be called,
5698,搂住,lǒu zhù,hold tightly,
5699,狡猾,jiǎo huá,sly,
5700,衣着,yī zhuó,clothing,
5701,述说,shù shuō,narrate,
5702,提线木偶,tí xiàn mù ǒu,marionette,
5703,吸吮,xī shǔn,suckle,
5704,水渍,shuǐ zì,water stain,
5705,转机,zhuǎn jī,turning point,
5706,怒号,nù háo,howl in rage,
5707,揪住,jiū zhù,grab,
5708,铜版纸,tóng bǎn zhǐ,coated paper,
5709,扉页,fēi yè,front page,
5710,华丽,huá lì,gorgeous,
5711,出乎,chū hū,out of (expectation),
5712,尽情,jìn qíng,to one’s heart’s content,
5713,真挚,zhēn zhì,sincere,
5714,琐碎,suǒ suì,trivial,
5715,偷窥狂,tōu kuī kuáng,voyeur,
5716,莎士比亚,shā shì bǐ yà,Shakespeare,
5717,托尔斯泰,tuō ěr sī tài,Tolstoy,
5718,痉挛,jìng luán,spasm,
5719,解构主义,jiě gòu zhǔ yì,deconstructionism,
5720,象征主义,xiàng zhēng zhǔ yì,symbolism,
5721,非理性主义,fēi lǐ xìng zhǔ yì,irrationalism,
5722,催生素,cuī shēng sù,oxytocin,
5723,话锋,huà fēng,thread of conversation,
5724,面颊,miàn jiá,cheek,
5725,喜鹊,xǐ què,magpie,
5726,干涸,gān hé,dried up,
5727,枯草,kū cǎo,dead grass,
5728,砌体,qì tǐ,masonry,
5729,垛子,duǒ zi,buttress,
5730,玉米芯,yù mǐ xīn,corncob,
5731,极力,jí lì,try one’s best,
5732,轮胎,lún tāi,tire,
5733,轮轴,lún zhóu,axle,
5734,抛锚,pāo máo,break down (of vehicle or ship),
5735,欣慰,xīn wèi,gratified,
5736,秸秆,jiē gǎn,straw,
5737,稠密,chóu mì,dense,
5738,维系,wéi xì,maintain,
5739,疆土,jiāng tǔ,territory,
5740,白砂糖,bái shā táng,white sugar,
5741,肋骨,lèi gǔ,rib,
5742,夏娃,xià wá,Eve,
5743,眉飞色舞, méi fēi sè wǔ, eyebrows raised and face aglow (elated expression),
5744,玩世不恭, wán shì bù gōng, cynical and disrespectful,
5745,讨价还价, tǎo jià huán jià, bargain,
5746,不切实际, bù qiè shí jì, unrealistic,
5747,音容笑貌, yīn róng xiào mào," voice, appearance, and smile",
5748,铭心刻骨, míng xīn kè gǔ, etched in one's memory,
5749,点睛之笔, diǎn jīng zhī bǐ, the finishing touch,
5750,索然无味, suǒ rán wú wèi, dull and tasteless,
5751,乐此不疲, lè cǐ bù pí, enjoy something and never tire of it,
5752,旁征博引, páng zhēng bó yǐn, cite widely for support,
5753,支离破碎, zhī lí pò suì, fragmented,
5754,信马由缰, xìn mǎ yóu jiāng, let the horse go wherever it wants (carefree),
5755,平淡无奇, píng dàn wú qí, ordinary and unremarkable,
5756,上蹿下跳, shàng cuān xià tiào, jump up and down (restless),
5757,动弹不得, dòng tán bù dé, unable to move,
5758,如释重负, rú shì zhòng fù, feel as if relieved of a burden,
5759,手臂,shǒu bì,arm,
5760,坐落,zuò luò,situated,
5761,护航,hù háng,escort,
5762,话茬,huà chá,topic,
5763,净,jìng,clean,
5764,歼击机,jiān jī jī,fighter jet,
5765,尾迹,wěi jì,trail,
5766,洗漱,xǐ shù,wash up,
5767,漱口,shù kǒu,rinse mouth,
5768,面孔,miàn kǒng,face,
5769,生硬,shēng yìng,stiff,
5770,荣幸,róng xìng,honor,
5771,老成,lǎo chéng,experienced,
5772,环节,huán jié,link,
5773,巡逻,xún luó,patrol,
5774,未知,wèi zhī,unknown,
5775,左轮手枪,zuǒ lún shǒu qiāng,revolver,
5776,簇拥,cù yōng,cluster around,
5777,之际,zhī jì,on the eve of,
5778,大汉,dà hàn,Han dynasty person,
5779,豁然,huō rán,suddenly,
5780,纷繁,fēn fán,varied,
5781,床垫,chuáng diàn,mattress,
5782,纹路,wén lù,texture,
5783,代之以,dài zhī yǐ,replace with,
5784,赠送,zèng sòng,give as gift,
5785,倾覆,qīng fù,overturn,
5786,中叶,zhōng yè,mid-period,
5787,绝妙,jué miào,wonderful,
5788,堤坝,dī bà,dike,
5789,喝彩,hè cǎi,cheer,
5790,淑女,shū nǚ,lady,
5791,环顾,huán gù,look around,
5792,磋商,cuō shāng,consult,
5793,平行,píng xíng,parallel,
5794,介质,jiè zhì,medium,
5795,授予,shòu yǔ,bestow,
5796,敬意,jìng yì,respect,
5797,名义,míng yì,in the name of,
5798,屏息,píng xī,hold one’s breath,
5799,从容,cóng róng,composed,
5800,卸任,xiè rèn,leave office,
5801,撬动,qiào dòng,leverage,
5802,杠杆,gàng gǎn,lever,
5803,实质性,shí zhì xìng,substantive,
5804,削弱,xuē ruò,weaken,
5805,崛起,jué qǐ,emerge,
5806,无愧,wú kuì,be worthy of,
5807,螃蟹,páng xiè,crab,
5808,倔强,jué jiàng,stubborn,
5809,情理,qíng lǐ,reason,
5810,委内瑞拉,wěi nèi ruì lā,Venezuela,
5811,现任,xiàn rèn,currently in office,
5812,效仿,xiào fǎng,emulate,
5813,瞩目,zhǔ mù,attention-grabbing,
5814,燎原,liáo yuán,spread rapidly,
5815,势头,shì tou,momentum,
5816,游击,yóu jī,guerrilla warfare,
5817,批量,pī liàng,batch,
5818,命中,mìng zhōng,hit (target),
5819,测高仪,cè gāo yí,altimeter,
5820,引信,yǐn xìn,fuse,
5821,上岸,shàng àn,succeed,
5822,甘草,gān cǎo,licorice,
5823,鲨鱼,shā yú,shark,
5824,药丸,yào wán,pill,
5825,睾丸,gāo wán,testicle,
5826,手铐,shǒu kào,handcuffs,
5827,面纱,miàn shā,veil,
5828,棉纱,mián shā,cotton yarn,
5829,压扁,yā biǎn,squash flat,
5830,壁虎,bì hǔ,gecko,
5831,硬币,yìng bì,coin,
5832,海豹,hǎi bào,seal,
5833,豹子,bào zi,leopard,
5834,轿车,jiào chē,sedan,
5835,战绩,zhàn jì,battle achievement,
5836,致意,zhì yì,pay respects,
5837,精神疾病,jīng shén jí bìng,mental illness,
5838,权威,quán wēi,authority,
5839,盈利,yíng lì,profit,
5840,贵宾,guì bīn,honored guest,
5841,笔挺,bǐ tǐng,straight and neat,
5842,快镜头,kuài jìng tóu,fast shot,
5843,探照灯,tàn zhào dēng,searchlight,
5844,荡漾,dàng yàng,ripple,
5845,斐然,fěi rán,remarkable,
5846,征用,zhēng yòng,requisition,
5847,便服,biàn fú,casual wear,
5848,军衔,jūn xián,military rank,
5849,螺丝,luó sī,screw,
5850,螺钉,luó dīng,screw bolt,
